UserID,AgrImpressions
0,4990
AMsySZY-5-GV8cfOiNdbgJ7GFlfP,2
AMsySZY-6GEZNIWiJh4zchHEi4xy,6
AMsySZY-6US7Lo32OGKh8sG3BPjg,2
AMsySZY-6iD-XJRQZM6yHbrPsg8m,3
AMsySZY-7aLlyFAJBwGvpqJ0ww-g,4
AMsySZY-8fDWcMJu0ut_FCdXVB-7,2
AMsySZY-AF2UhptYtWHMnvKYDLnX,1
AMsySZY-B9dtiQ6N-BlgAiBfMc6s,2
AMsySZY-DMWiVDws0DitG5JDFP8i,1
AMsySZY-EoGd2Rbgo1_v0M4w3uuh,1
AMsySZY-FI1NIBAV8d0CRenlm-vq,2
AMsySZY-FIlALhl_yNXItvyMbAt3,1
AMsySZY-FKEfMvCxFAXgOihsMOly,1
AMsySZY-Gl9pyAk58ulv-hikjL9M,1
AMsySZY-KWbcpT0v5Z0Epwrepibf,3
AMsySZY-K_ovCsY8vuYgoWs5Am7t,1
AMsySZY-ML1OyrWpRbNuSXG7qALB,4
AMsySZY-NfssdvMsSXoIt566LLMD,1
AMsySZY-Rqy5OWjA7o0OzsRpLl2j,5
AMsySZY-S3lJYYvGQU0v3g-ki6aq,2
AMsySZY-TCntnyp2sF4HkQpTf4V3,2
AMsySZY-TRD_sNF10M3TvGaEmdDi,1
AMsySZY-UITtAUlOG37y8bSuczwe,2
AMsySZY-WHlCuNjjDBuDyBG0eKfY,3
AMsySZY-WuApYzbZSIBa6rCdSsFW,1
AMsySZY-Ykk5BaWOAgub2jq2BbGK,1
AMsySZY-ZgY0huM-d7wdNovl1mqz,3
AMsySZY-ZrSSG_uuS9e61RFkNJyU,4
AMsySZY-ZtfCxw3ej3SOO576qe81,3
AMsySZY-a6pEQ-DdgtUr3797HS9K,4
AMsySZY-ai94jhLRFa63I8nKPhiy,5
AMsySZY-bC35fYrGrkvEAKO1DLRX,2
AMsySZY-cPfBSBP7H3c5-45AMK0P,2
AMsySZY-eCK9IhBJsPSPsPxiY3Pl,4
AMsySZY-eSz-KCx3pCP7k_sW_Lm6,2
AMsySZY-fSHMuhr3YhFGNaQ5gICk,1
AMsySZY-h6lNQi9REj5BsGc1TVYh,2
AMsySZY-hEOpFutnwUNKt2cmhqil,1
AMsySZY-hVE9BqgeGquOozJX8yn7,2
AMsySZY-iSo3WlAZqEIXcOTqTuxH,4
AMsySZY-j9IiDL3Un-AJtKDd82-5,2
AMsySZY-kBgLcAo0EgqXWjiwQdU7,1
AMsySZY-klOtJhmhxzcesDHtWcox,1
AMsySZY-p3GKwzI-GEa6yw2ZYuEv,2
AMsySZY-qtXQEZDCiThF1QuC8dPo,1
AMsySZY-r8f769Tke1Jbpi25TZgj,1
AMsySZY-rFlknkMEqmDeE6KGri3R,1
AMsySZY-rOuEicUxZOhwTgO4x4-r,4
AMsySZY-sqa5lnphO2tDmKvYZFhf,2
AMsySZY-tKYj9PVQAltY-4EHJj2Y,2
AMsySZY-u1g0m7_157lC5Zl1Fjiz,4
AMsySZY-u4wzRyALWoVmBokHVPV3,118
AMsySZY-vB6c7BP9FudUEw7GH32Q,3
AMsySZY-vPgxgnbWB9jj6V-JVZzb,2
AMsySZY-x10OMpdyjR7lg_QbNgyB,2
AMsySZY-xa_wuvPv3EjgF32JDXUq,2
AMsySZY0-KMJAfMvPIb_56FDSA6p,2
AMsySZY0-yEGHrWRsqbRvYKL2Fg5,3
AMsySZY00wca9Lhf0zJ37r24Q07_,1
AMsySZY01qODoF0E12uaD9M1KRxl,4
AMsySZY037UDyGBQd0CjIC3frDOD,1
AMsySZY03TDgtDGUn1sUkILV2Bw4,3
AMsySZY04zFz5JPwspPgeiLYl-Hj,1
AMsySZY066gWZD1fMxNwpw5zqe3y,1
AMsySZY06hA70PvskHxqAkKMGdM1,1
AMsySZY08OKF1-IZz6aXXiygwBv2,3
AMsySZY08SDVfXYB1KO98ePbfJth,3
AMsySZY08YpX9uRDtqz9LIHtAWiY,2
AMsySZY09ZOo5DLY7Nk7Rs3_Vp3v,1
AMsySZY09asD0M22VdN3OYTdARnv,3
AMsySZY0CQS6JanHXcQQU-_YTury,2
AMsySZY0Cbe8faCIFHDYKKP8-S9x,3
AMsySZY0DFGVpu93NH_45Lm-sL_m,2
AMsySZY0ESmRb0OARvR7Z8yCINra,1
