UserID,AgrImpressions
AMsySZY-hh3zWAcpYhCXoo0y42h9,4
AMsySZY-wsRaN4kZLJEKjwcsxRou,16
AMsySZY0DZ2ijJn0E86IhjRN1EJ0,6
AMsySZY0Nt-Z04H2-r2-h33Ka7Oh,10
AMsySZY0Sp8ScfzQxKhFE9vsjH_M,3
AMsySZY1S1jcHzhApjOy26tMUKGO,1
AMsySZY1je4VlAqC-w2DcD2HqvaI,7
AMsySZY2xFvKXPkHECngzZ_aVxqQ,7
AMsySZY3Ophl4-JQoHteGQPIj2hd,1
AMsySZY4Sjcv8VZwoxhKHiSGSwU3,1
AMsySZY573t1P3gL4iw04m9cA36H,12
AMsySZY5_Z9gzWa-0kMEMW8nVyfe,16
AMsySZY6PJZJjSBTGhONgfyaSSWU,18
AMsySZY6jVx9-yLR0MjLJNyPQ6DP,3
AMsySZY6xd6wUuyv8D7ewiBHdvBa,1
AMsySZY7wgrBSisQNZimlJwt9Ovc,8
AMsySZY8281Nx87g09wyzfprwOLY,21
AMsySZY8KYzgGkQZD9Z9PvlPwY9w,19
AMsySZY972I5bBzCY1Mc4b4mXmo2,7
AMsySZYC9XkqWyyWgMDfZIf0BGQf,18
AMsySZYCSqmM-5ssBGzjRrU0eCWq,3
AMsySZYDSnLsSH2B4SFlE0N3-EZi,4
AMsySZYDUCOnMYYGPt6wO-ZGs11V,4
AMsySZYEGHJJT1857cQSdFPPfswH,4
AMsySZYEtfyBBC8hNB5eHYV5DFkj,8
AMsySZYFzvxnqa7Yu9iKq9HyEZrW,13
AMsySZYGYtmtU3jUGtSQpOGXgJtO,1
AMsySZYGbvuZroh1cPTL4hKN7XUM,15
AMsySZYHjmSfxdXk-qmXji9H2Nq1,4
AMsySZYHkfwCUgWdCrPhz5zTdroD,9
AMsySZYI9vijqgvvV2w0MWbrNKsx,6
AMsySZYIIIaELe34utHWmmc6aQmU,17
AMsySZYIbo75thjphODjzN2l1rhh,7
AMsySZYIshv2XwRj-ySkLSoXAMF6,2
AMsySZYJ-RICj6RXqoNPt01aYtrm,1
AMsySZYJGrpbCx78zr5ndbTC0I2e,16
AMsySZYJi41qimW8Pk4RHb3tbZAt,6
AMsySZYJnf0pXwiuwh0DSL8THCR2,2
AMsySZYKNd__-wsWgHnMKxF1oDT_,1
AMsySZYKSwjRA1WAccx2y4eNsJc5,6
AMsySZYLFj2uuQicjsjmnyc2yuUg,2
AMsySZYMMKQXl3djaEsBGtnmmuzg,19
AMsySZYM_fZZ32gOTYJzWCmik-uE,3
AMsySZYN2DpfrDDSK2iUKgHmwe3g,2
AMsySZYNSMBX2ioYlMxMQRJ-6Ltp,3
AMsySZYNi9xWeHgFzHrz5Ugf4ShA,1
AMsySZYNzRj_1zFS8pM7aYoltp_8,12
AMsySZYOE7lkwXJNB3YCZyX1Bhdx,2
AMsySZYOMyWRD51Z_0vB3YkVfMd-,8
AMsySZYOtvRjNLAnuRK0pzxj5-ke,6
AMsySZYPIJlk_ISKTI9pSaGxg7ql,16
AMsySZYQ5OMlX4jMJeN9_ht_Ky_v,5
AMsySZYQHxHfOpzAcwpZFLVdDv08,6
AMsySZYQr5dub1jhdEBMjOhM1nqd,16
AMsySZYR-58OE2WNPv7XG3pATFMV,3
AMsySZYR-iiO3GOW5_Ko0BSIX2qA,1
AMsySZYRVTPC3bNm61AF7OiwiW0K,2
AMsySZYRqjE_RP0jKG2Qg7dh_Kjl,12
AMsySZYTGXFHb9P9Dsv4sO5Sk9VM,12
AMsySZYT_Z0mdX-6UuabH49LZZ2x,6
AMsySZYToEWVHAJf8r2fQnhuCB_W,2
AMsySZYUCXNUJ2iGOe818ceoSslK,15
AMsySZYUbLEgdJoA0hVNKCiGJuD-,6
AMsySZYUohZLEHAp8fqOcedeharx,4
AMsySZYUyyeJDiVE11uS198-PJU-,2
AMsySZYVP7fBoUrowVsy3ngUduZu,23
AMsySZYW0jgP4DDm8byHQLHhQXbq,3
AMsySZYWE22uR0nUE4jfBxDbYb9Z,4
AMsySZYWdtJBUwgaPwDEuiltt5uC,4
AMsySZYXxXMcMfQ8g2i4FrTkkqp-,6
AMsySZYY3vAT47MBiFT9NlQElAQ4,8
AMsySZYY68ywRy-NBaws8SJlL6FP,12
AMsySZYZ52eqIXKPNncWdkT_jfLO,1
AMsySZYZMJog6cri_szQGIKYcTE5,4
AMsySZYZgPnsi2cYkr0LehJoOkB8,1
AMsySZYZmW2rLImbeVQvMFXgHhaR,6
AMsySZYZwT9h93LIbwVnzIN8UWLA,2
AMsySZY_ogtNgHPxEeVYDBJxB9L1,9
AMsySZY_tz42cEnodegq75gU5-zm,6
AMsySZYaNeqijm-IgUZPnvIFbjmi,10
AMsySZYbInO3qx01SG55X0WaBNrJ,8
AMsySZYbiF-lz8_zVtetO-4XdmQf,1
AMsySZYcxItv9UwBjlDITxWplDSx,4
AMsySZYcyBp0sH7hIgtSDoS9WgGD,6
AMsySZYd4JJXdw_WSH9BDHJJOXoV,13
AMsySZYdJ2kQrMx10H2XAakp3FNh,14
AMsySZYdeAyATcfRSI1cFz0u6kIy,11
AMsySZYdgEhs0Iv6yyYGZFkJXBMQ,9
AMsySZYe6HjYdhmoYQdsAfcUSEqw,17
AMsySZYemcpM8AmAi8kLkpXEyFkj,10
AMsySZYfR2YASxvmyMJk-tz1hfxb,14
AMsySZYgV9TYW8NoKSZ-o4BtOLUU,9
AMsySZYgZ0xX4jHXnjs9X-8_63h_,9
AMsySZYgadXPxyB-6fm1yhJLjtEC,1
AMsySZYhpud8c3uTztR39haAD50F,1
AMsySZYhtUrSQdEv37i5mML1iUkE,1
AMsySZYhx6hgF1HJG_aKMHpi4Skg,10
AMsySZYiEDLn9RhQYn4EjUN7p0mP,1
AMsySZYiazszo0z5LIZ5D90hU8zZ,7
AMsySZYj-YXjlxw9pWtRjeoF6Kzp,16
AMsySZYjBKuLpEFCVskmZy3360Xf,14
AMsySZYjq1FnckyzTO3eZTr8CqT2,3
AMsySZYkEsJf1DO0bfF1F3wbanZZ,9
AMsySZYlE1LLCvHuobJd_mEBB3ia,2
AMsySZYlLmera_U-5fHycG0wbUP0,9
AMsySZYlbWWdeCEXbLD1FUTAlKb4,7
AMsySZYm2PbeN-lFjCAaVJ3xeddF,19
AMsySZYmIflnyBETxb2HcGqAGIZP,1
AMsySZYmabZ8k5ZeYtZL0aq-Kigu,7
AMsySZYmtzAUaY-JPuBfZ4Q_7d3x,3
AMsySZYn6x2GK-xdBzNlA5aO463A,5
AMsySZYnK-8pcRpveyL4_tabjAWf,8
AMsySZYnYqSdyw01JCLlu2CXU7FN,1
AMsySZYnfGUelCru78Hcrx09SvkF,8
AMsySZYo20MkUQ8tFsiMbJMRR0oo,6
AMsySZYoNZZat4rXZhL6rlLLnPIS,18
AMsySZYoyqzolDvc2HlDs3iSUX7W,2
AMsySZYpi5BprXFiJHsEozlLrUBS,10
AMsySZYqJgPKfnzbKC3tzNMfhX33,1
AMsySZYqT3G5WbeaFlwVcae2LC1Q,1
AMsySZYqjkV0s5F2k_1tqCQQ8S9B,3
AMsySZYqv0q0GakH2ch0mi--XzEo,4
AMsySZYrgSlVK0PvrCrbjwPpslws,4
AMsySZYsFF8JmxiYUHLx5nxxUb5K,12
AMsySZYsHvHtolB7RnD2U4fQ2JhO,1
AMsySZYsdSZVS5vFerG8hwGURJj7,13
AMsySZYskOZbBh0i_sS-mEH3p0Af,5
AMsySZYsuuPi2joAczZYSUpzEQg-,9
AMsySZYt0F_Xcm1IYRsRQhV4YsB3,10
AMsySZYtIYLdsx8Rc-qSVZ0Dba-N,4
AMsySZYtJJWjCcUVdU9rcFlktJbV,7
AMsySZYtPWXNQIdXVOuSRt_A-ZSi,9
AMsySZYtUGR-Tp7GA_kCry7mPdZY,16
AMsySZYuHmTgr79BSHupe-mw7f_O,8
AMsySZYuVJDgsQ4hR4-14Dqzqudh,1
AMsySZYul1C6jzQzRVFdy_yJgD07,10
AMsySZYvFumbcjUPAotqt0Jjopg3,6
AMsySZYvnK5lNUWr2EyJTVuQws3M,2
AMsySZYvzA1ptLpaJYhCQJtIlJ9T,5
AMsySZYvzkLSgSkNme-_2LNb0YQV,5
AMsySZYwAfBaFWuKHxwFZqiIIp4y,3
AMsySZYwTb0Xx5PNmthnGyHeIoL2,4
AMsySZYwjLz8KhuCTE2I_QZJXbQM,1
AMsySZYxDXfyqaDvg94KwkBXeH_s,4
AMsySZYxKp9bAFbq4A3kltEvWeCF,2
AMsySZYxucivqBOWu06SlwWuQq8o,3
AMsySZYyQYFD4U_ADTN25QtHtsiW,3
AMsySZYyot0Cz45_g4ZxTwOv3RVi,7
AMsySZYz4q33ypHP5UOlPoYvAO5w,12
AMsySZYzMqRp1W_TaU-sMApAWlbn,3
AMsySZYzTtOCyCl2LlALVpPLf4lo,11
AMsySZYzgyRxb5EAAepCQsgLOAiE,1
AMsySZYziAo1Q40JCWV7DGNINsOK,1
AMsySZZ-BtdhxbZm8Mg087e0KOAX,5
AMsySZZ-E-jImifos-KtcEp_WLP9,10
AMsySZZ-UKluMepeOW8tlLLFP8Ng,6
AMsySZZ0muucud5xgVVEo-1ENpuq,18
AMsySZZ0o0BnaVZTv1j5wTO9RPjd,9
AMsySZZ16swi5Z6vmF7U5mrHJkWh,9
AMsySZZ1Kbjg8lRObZLuZppGIRa4,2
AMsySZZ1L3eOeQbVpQ4C3GbdxpFw,25
AMsySZZ20QYvfvrj1Ueq2Wj5U-Qp,5
AMsySZZ25u1gf00Ci0IGnhCD_tuE,3
AMsySZZ2E9V85Zw3pFmRShhpUkpp,4
AMsySZZ2O0AszJKXUNCffQUgDXPD,1
AMsySZZ2cAW3sh57IEn6oULgaw0k,9
AMsySZZ2fHdFLy6whuLeiAGFeXkw,7
AMsySZZ2uVIeRirrpL6E2rzrFJk2,6
AMsySZZ2zSuofv-k9Rx8xFh8XLUC,4
AMsySZZ360sjF1GurYoyXj9HDe_Y,11
AMsySZZ3FAO_wTvf5ing9zbBVfuJ,3
AMsySZZ3V-olUW7mqbPxpWmnSxkL,7
AMsySZZ3hLGjzWZUnbN3LN6oxlih,2
AMsySZZ3odbzImEal8jARiNbBomt,4
AMsySZZ4YKDb5WElKxfMt7apB3AL,7
AMsySZZ4fcxBbv5wZo_EHoxNuv6n,3
AMsySZZ4yWnm8thbLvqsoS68Ougl,1
AMsySZZ62R3MemVb_TzP0_2h7IKb,3
AMsySZZ6aDgSwh3IBiOR9HlCdH1m,19
AMsySZZ6kGXlbh17eJ967Ko8I2xW,12
AMsySZZ6xYbbwXny2UWpNlxgB9e2,7
AMsySZZ6y9VY_XhDhmZRvW_Ab3WR,5
AMsySZZ7BNDE9NavkpJPpC7OuSqK,4
AMsySZZ7K3e86hx6sEkWAWs7qvFX,7
AMsySZZ7MaDquLkCG7MLR0avi8Tr,1
AMsySZZ7XO3zS2EMbcLVmIap23SW,19
AMsySZZ7i3NJzqFsXlOmloPDlS6e,3
AMsySZZ8UwE5VVXa2dYsREqdE58n,8
AMsySZZ93D7LeX8yhOs684Kqltp3,3
AMsySZZ95xXVJfWNEedGC4ldMOAm,1
AMsySZZ979KhEB8bdPKn1DwMquO9,2
AMsySZZ9UkhbX8vxvWql281SyXL-,5
AMsySZZ9t1EdC97lbkG7SU9urjRo,12
AMsySZZAApv0i1DSm8c8JUIKyCmv,7
AMsySZZAIcblEoodVFddQoZz1vHV,15
AMsySZZANbkHzfwpXLL9t_mMnSXu,1
AMsySZZAPF_--ORfNv2479HpexDx,3
AMsySZZAalbFSYCUgFqJslyx4cRP,10
AMsySZZAtaM9wFkrWWzZGTTcHxFa,20
AMsySZZBNZc4Aqah7KCDQvwNAEbf,3
AMsySZZBzIPk_Xf26idEkCqv6-2F,14
AMsySZZCasNXafj6Akbq1xLqUnVV,19
AMsySZZCfxgcu47cpvjaM36KUzhS,3
AMsySZZChC-T-WQ0sXmWlTSgV2rS,6
AMsySZZCliwLcmiSHg_WOLlGwyi5,11
AMsySZZD2zeK-EgMsqGQe4uFZx8Y,10
AMsySZZD8yxzgsdx-_tppLCkXqVb,20
AMsySZZDAF2VtiXlkX7Hwn4JfRWI,5
AMsySZZDHxwl2BY1ajBkbXib9B8w,4
AMsySZZDhf5lvKI_ZtXmCRxnkzwD,5
AMsySZZEDbohcLyWkqWX7T99iFtG,8
AMsySZZETpeCEkmXYp2yd1jkRqtr,4
AMsySZZEZGjKn0gQ92Qnhna9Z9GW,4
AMsySZZEaov0UoM3MAa33eNNQ2Kn,6
AMsySZZF6nu9zcmfJ0PeFVaWC_MJ,14
AMsySZZFm93gFbujRw8ypTEt4h3a,1
AMsySZZGTUzpCe0ZrD4hAM5gx0_Q,5
AMsySZZGfazavBJ-Pd4Q4a7qQ4rC,4
AMsySZZGu7fGRjsWvv-X3vrmcEjT,2
AMsySZZHOs4wnL0q6eaDTfFlvnXv,2
AMsySZZHUDnCXmnw98XuKOc0Fdcr,13
AMsySZZH_hJYKdanCX5X2KhoVieC,8
AMsySZZHaqT3mY4_Ey3ooRkvlTJ-,9
AMsySZZHoz4dtAjDozQ5nBMUFbs-,13
AMsySZZI1fpW3GJ9YcHnsHsB8DI_,12
AMsySZZIINZ86dSE5TItm0TrhbHr,1
AMsySZZIMvPrbHFzmTgbfK7Zapfx,1
AMsySZZISwJDOHyeHi-T-Q-yC2c4,14
AMsySZZKQTiLpCHh_vtVr4M8x2S7,21
AMsySZZKR6vnFExFpLjZt7e2iFbb,8
AMsySZZKVd-1jSQUZcnLK3scXBCH,5
AMsySZZLWwAl5EFu7hyuaG-5lKw7,5
AMsySZZM7JLagfFk8BXbqZtOot94,22
AMsySZZMIt1FRsEANO80oESzLpOx,5
AMsySZZMZvqXdH_6VsEsyi9sfAKI,11
AMsySZZMt2_7jbp1spGtML-woEC1,1
AMsySZZN07HuE54VcAYNw4PgEnIz,2
AMsySZZN0QrLA3gpM1RT-FJOQGob,2
AMsySZZNAGyOFwrSPgqCLEqvvt2t,6
AMsySZZNYZ-kmw7HR7BuE81puejL,5
AMsySZZNYei2L_MuHdfwj2GChv_a,4
AMsySZZNc-WbabeKuu0ifQy6MQUQ,9
AMsySZZNm2DKt6rQ463YYWhYoGBC,14
AMsySZZOG6O3MSLk8hkiTG8Yl5ZT,7
AMsySZZOKMSWH1g2JEnb_fqym6js,2
AMsySZZOcQaaWmog4ZxnL6DxLK8I,2
AMsySZZOvHx912HxbnmaifR13TlU,14
AMsySZZPGJ0jufovRfmJ4oRROLEz,9
AMsySZZPLQ4JJLfTpsorYBWXLqrb,2
AMsySZZPhNPKA8IMZHkf3-dtDr9s,3
AMsySZZQHm-NfZZphFU6d-QLHO2i,2
AMsySZZQmc_Uk5vZdIH0TXGoYZhv,4
AMsySZZQtPuMdmaLTntXJz69h0os,4
