UserID,AgrImpressions
0,4990
AMsySZY-A8rmXkJznylXJiaA4Iz7,20
AMsySZY-AbWKJMnsCxkEPpZmvznQ,1
AMsySZY-Tc4naub9PmPPm4kog_Bd,7
AMsySZY-Uufk0t6-f22HOwpjSFFh,1
AMsySZY-okxZoqfKfA954Gpx2XDK,1
AMsySZY-ybgivvOLgDn-UQnvkZly,3
AMsySZY0JarZWfLthP5kZw5kBr7m,15
AMsySZY1je4VlAqC-w2DcD2HqvaI,7
AMsySZY1kNJQu41zwVCL7No7fUkC,4
AMsySZY1nIQBcA0SAbrUp13GyNG8,5
AMsySZY2JnFI4otHzWXW73HUESIP,3
AMsySZY2OmFu01QZl0-JF3TzALrw,11
AMsySZY35zIEGe_RCrjQeE5x4b-S,3
AMsySZY3OlDqtrZajvMlf9sVgzKk,1
AMsySZY3hHacmtEPRwvhLKfMv0uk,6
AMsySZY44EbpJNyXWrpXsMkEFJO8,17
AMsySZY47TAOu-vhM6BQsnltLcfD,7
AMsySZY4YaCDLqLUOz_sEEc9PzTH,5
AMsySZY4pxb9Bs38Zjd3SG4rULj9,1
AMsySZY5NYnCR6KeqhlApqDsA_Oe,7
AMsySZY5_Z9gzWa-0kMEMW8nVyfe,16
AMsySZY5g8Khy7XZVLV-MqN9OeOQ,6
AMsySZY6PJZJjSBTGhONgfyaSSWU,18
AMsySZY6PxHHS-ZPsTnrPC0UnxGJ,8
AMsySZY6TXDUCGwyDNoW-pIjnrf7,6
AMsySZY75wnZdLqfKt3h9Eqja2u9,10
AMsySZY77pJONlyyzF_3DOCKOBUG,1
AMsySZY7CKqxKelp_bmQFDHyeCBF,1
AMsySZY7XvJfFPaoDW57WAox7Brk,1
AMsySZY87uLKOGnZXzy1CL-avyhu,15
AMsySZY8I7fOnhpsjuHohQ8rAXml,1
AMsySZY9V5v6Us9AoXWUxj5tyd3E,1
AMsySZY9YCPHRpSE72SyDBQ-KaHn,3
AMsySZYAA90mnobwyQhWnAMH-711,3
AMsySZYAPeV_dLcxT60U-pqu_vvH,9
AMsySZYBWv5ADH9MUaZp0ujNaj1-,11
AMsySZYBlHd5oDdPXXC1du_kvk-C,4
AMsySZYC9XkqWyyWgMDfZIf0BGQf,18
AMsySZYCQrZCdXWRVKm7HsD95rsT,6
AMsySZYCVWfhnreAh192cm1YKX6n,4
AMsySZYCn6TA3_de7V6_0LVcYmCu,22
AMsySZYCyWK6HO4ki_jGf4L16p4K,5
AMsySZYDSnLsSH2B4SFlE0N3-EZi,4
AMsySZYF3XpK7TCtTWVCx-k5NPS8,4
AMsySZYF4p3eFCYgVVpg3L2LQf4U,10
AMsySZYFCcatkOU8SwFrnleh9l_I,1
AMsySZYFHBhC_fWWv4--4MOCeVy8,5
AMsySZYFc8SoKYQAlLKhTLNg9mr-,5
AMsySZYFq3OGVJ1-L5vpP5HiepK_,8
AMsySZYFsGefbD5azl-DhDru_ghj,9
AMsySZYG4Xzlw3Zzg2ljwv-RFAU0,1
AMsySZYHAbezi_y1qMmFxrDqkpsP,20
AMsySZYHFEaCSPSEOGfB-dbTHz2t,13
AMsySZYHKUH_ajB2YhK1bboZOJUv,4
AMsySZYHQKgoTr3iTOZEb6Zda_YG,9
AMsySZYHzQaIdAyuq_CA1hFgdRKh,7
AMsySZYHzysCWATh8ah1T45AllRl,17
AMsySZYICsnYsoZ--adq9hQjHsCb,8
AMsySZYIIIaELe34utHWmmc6aQmU,17
AMsySZYIf1dYhOpB0v-NqAewlcMf,1
AMsySZYImoGt2V3DQ8bI_1dGsfPm,6
AMsySZYJ_RYYRghETrjhPX8Ni3HJ,11
AMsySZYJi41qimW8Pk4RHb3tbZAt,6
AMsySZYJwcN3inIPZgdQb60W00uf,11
AMsySZYKMkmoOFSt_svQ5NFvTA2W,1
AMsySZYKTfjmqNKkCbB4a9rwPr_1,5
AMsySZYLZZSQWyigRq_e2WdW86en,10
AMsySZYLb-6HNRe--vyqybPztvh6,5
AMsySZYLsJh9XQjjb6CESwDH_p1A,9
AMsySZYM11mRg0k2vHEwAmaFuqJ7,5
AMsySZYMB5HRMm7AmvEZIuOPwfea,12
AMsySZYMT3FMXuU4trzceuRVGUkN,17
AMsySZYN3nMI1yza9G1Jmh9Pz4hZ,17
AMsySZYN93_RMtKg54QduztvyWJO,3
AMsySZYNsMqVLbFM2y0e0hIOHw2X,2
AMsySZYNvpssk-MmRd3ztZZ306gg,8
AMsySZYNzzdmtkMSfy5h97G0X44M,12
AMsySZYOE7lkwXJNB3YCZyX1Bhdx,2
AMsySZYOegbGlXz7Hv5-nVj7alv5,2
AMsySZYOtvRjNLAnuRK0pzxj5-ke,6
AMsySZYPBoWPf2O7NTRulbDzBBbN,12
AMsySZYPIJlk_ISKTI9pSaGxg7ql,16
AMsySZYPbVauZfzLO8ARcrfcMKq9,1
AMsySZYPiuu_WywBjgemUal6hgJM,21
AMsySZYPmF7FmkHR7BsVnABOWVfE,5
AMsySZYQ1yvC1myPK4WVx7jWkaFv,4
AMsySZYQHxHfOpzAcwpZFLVdDv08,6
AMsySZYQbwA0A06Cz3hpFzIbjsSS,8
AMsySZYQqTrpBCfNXj1YdVEep2DP,7
AMsySZYQr5dub1jhdEBMjOhM1nqd,16
AMsySZYR9VFjeUvAuEn2-ZeSXldY,7
AMsySZYRYRvbAAON0_TZqRqRnb8N,4
AMsySZYRdFu7mWtYhvpjFtnz4AsY,9
AMsySZYRlSuFxDmAG3mxP4N6XOWo,4
AMsySZYSkcFj6wY_45OjHt17u-kM,2
AMsySZYSly9JS6VlicGXAYUFFo5q,4
AMsySZYSuvVdnenYkYulPRqQWEgM,1
AMsySZYT3DJTNRmY2wYK8YPCBzwn,1
AMsySZYT6PTXssouFcPlFXJL8m0u,2
AMsySZYTGXFHb9P9Dsv4sO5Sk9VM,12
AMsySZYTOkvEnRDlSRimkYrGJQxW,1
AMsySZYTXWfmc74bgq8EVKF5KDVs,3
AMsySZYTYvrP6pCuwozH2_BOCx62,3
AMsySZYTq0bB6PhwwgT9_h13YVVs,17
AMsySZYUA-BkZyJVgsWQr2MRyGc8,1
AMsySZYUCXNUJ2iGOe818ceoSslK,15
AMsySZYUbLEgdJoA0hVNKCiGJuD-,6
AMsySZYV3dGagTptv2-SkDG9XKwq,3
AMsySZYVP7fBoUrowVsy3ngUduZu,23
AMsySZYVsb20v8YQaHXkzs0D6cxu,3
AMsySZYVz4ceDwD6FfvpM9IwJdSR,4
AMsySZYWGQwm75iFv3lBVAZIwoQB,4
AMsySZYWat3gkScMJ6hi6TH28agN,1
AMsySZYWgNXwaR6kOqqdVS6e9icf,1
AMsySZYWl1dsFiNLbMo3KhvzVe1a,9
AMsySZYXZrDOXgsgMni3dpkM27lB,11
AMsySZYY29al9aXlRqjl1CL97d3x,10
AMsySZYY68ywRy-NBaws8SJlL6FP,12
AMsySZYYe7MDbUilEjSXd8wofyGB,3
AMsySZYZ25qAzWp6oeas2ypD555l,15
AMsySZYZFQaUwZ88ar3P2wzkFqwo,5
AMsySZYZNlD0Gx3jXr3yEBzVcF1R,3
AMsySZYZTu9EZ0MRHSmdOewXcAnj,4
AMsySZYZWuIpIOGgT-ji3IH3zQUu,7
AMsySZYZmW2rLImbeVQvMFXgHhaR,6
AMsySZYZpVMoKr7Cg_gVT87VZRHT,3
AMsySZY_0AdcsHeVuNepN5X4n1wB,4
AMsySZY_HuQQLBOfjGe1pGuwoRdc,4
AMsySZYa25WEIjLvBjp0iy3I3aUF,1
AMsySZYa26JRnwqhbhjeGd7L5I7t,2
AMsySZYaNNzlovllE0Nuymy5Zlbq,5
AMsySZYaNeqijm-IgUZPnvIFbjmi,10
AMsySZYaUE3qZhqwD-agAvmLRKSe,13
AMsySZYb3GDM_KvMYnY_ghwS5A7P,2
AMsySZYbGsi_iCUv9WUR3m7qy2VQ,7
AMsySZYbVeZxbEMmRhfPq2ZAJVIP,10
AMsySZYcAqdPqZzMfK2_MQcPRx9P,13
AMsySZYcHFhWHbYljg_Cxh8V5jMn,5
AMsySZYcK5u77ej0cmJVQ8ou055N,4
AMsySZYcvHPhq4Q5ySH_7LREOVBU,4
AMsySZYcxItv9UwBjlDITxWplDSx,4
AMsySZYczl7zFxSZZrirByCkih96,3
AMsySZYdFMz0E5mfkdriFUt1wV1V,3
AMsySZYdbISGqe_mofba3WknnoMD,3
