UserID,AgrImpressions
0,4990
AMsySZY--6vtT3Fbo8dgvsRzIAyW,2
AMsySZY--aDj1d4b5kEdTq3cKCGG,2
AMsySZY-09bRw9hDuqgVC3_WRfwS,5
AMsySZY-0BrRjN95S4kZeOuH2f6d,1
AMsySZY-0IMLov1RLyKImmr38Wtb,7
AMsySZY-1F9L8idBN27DhgAD8Y1A,1
AMsySZY-1WDgf_nps1afp2ecx8A_,4
AMsySZY-1XvObMOvNPqIQxyjRiSe,4
AMsySZY-2hbn0wt7Mo-sdN2hoMWa,2
AMsySZY-3L-y0mYSKyUg1iZevQCj,6
AMsySZY-3jAGpYkqNUImb_rwVPth,5
AMsySZY-3s1nlScQszkK01JX3D0u,4
AMsySZY-4p5pfEx14G2SYCE07P0u,3
AMsySZY-4vSShcEaxN-P2816B5Fe,2
AMsySZY-50YcZBR4TsIZl9FkfFcR,2
AMsySZY-5a-Db9S83UCyrAy_-6TL,2
AMsySZY-5bApUNocALcqGQVc0PgL,2
AMsySZY-6Xga7WbN3x6gW6VeJWoA,1
AMsySZY-782jraTV60tl7UoeZp8a,3
AMsySZY-7KJ-0EJurFdDf3_uwFBz,6
AMsySZY-7dGEpKHHobMq2W4KBiM4,4
AMsySZY-9HQktDxzYbBh3yoRl-13,3
AMsySZY-9g6ziN2NEL08PMaevgBK,5
AMsySZY-Aa1BA2NXub-jal3_NZKG,4
AMsySZY-An3MKNo4obqaQZZa3zCn,2
AMsySZY-AxMBd9EWezzQ4C0BXXKt,2
AMsySZY-B2bm9U-wRtT_6ZhVCAWF,14
AMsySZY-BN4orcZsm4E78ebclpcR,2
AMsySZY-BbRkr5fiBEgLl_tUxan8,10
AMsySZY-CqlORgLR_MTQgxzcFvFS,2
AMsySZY-EZngvkwD4pVPuLvL-Qt7,2
AMsySZY-EjTFOAkW1iWNGXah88sj,5
AMsySZY-EspAhO9cRZBwtX57nKq5,3
AMsySZY-F8uEtw3cYXo0vjCBgHva,3
AMsySZY-FGaq4X6i8nYD-a1uIqqC,1
AMsySZY-FV5AINoT8Vbe1Jb8W4wl,3
AMsySZY-GaZ_HS3vqbNzg0rumYEe,2
AMsySZY-H0CcAISpT1MzfmF_h0JM,4
AMsySZY-Hc3c32WgZI65TYwFCZjp,3
AMsySZY-I7TAb_y7LZ5_kRBjdBP_,1
AMsySZY-IC_RK0jm40wmdCrMWZmJ,4
AMsySZY-IHtHlz2tKOuU4HVbnSC3,1
AMsySZY-IeagTLcvQe9bLXW5u7Cr,6
AMsySZY-IymxNpRWWMwTGHfZiGBN,8
AMsySZY-K17BjgHSt3KSBXzNfhzl,4
AMsySZY-KJ8_rG-HE6Zr6rNgxSOS,5
AMsySZY-KU42U-HhLDMkmbBzEYwo,6
AMsySZY-LEDD_4SKMEw7oR_MrbuX,4
AMsySZY-M1tS5Ll9SuE4tZ2CcAuY,5
