UserID,AgrImpressions
0,4990
AMsySZY--XrHlzHrpiai32BpGgPQ,2
AMsySZY--aKowsf_enbA_HHuJ42T,2
AMsySZY--h63hEXdcPG8G_EOyEtQ,2
AMsySZY-01ZMsYuH-_jM0VbJiJc_,1
AMsySZY-0X-1Bh2BlMAWBLMVMDkj,3
AMsySZY-0aaJmaUgJaZwUVn9Zxyc,2
AMsySZY-1GiTQi_-ILp-0WlzavGj,1
AMsySZY-1mKXEuGTqMUsGX7L219t,5
AMsySZY-1tQw9O-BtpZcfo5l5Omp,2
AMsySZY-1wTVzc-MJ6RHNzudUA1M,2
AMsySZY-2g8MhB5i_pib5mL9exPr,1
AMsySZY-2la21Hytus9XXml9oUm0,1
AMsySZY-2mTC5RvrSAxG9dkAyOMG,9
AMsySZY-3jAGpYkqNUImb_rwVPth,5
AMsySZY-3uH_hAK7fWNHX3aTt4jl,2
AMsySZY-4LuLBRBD8cSSPCSQSF1o,3
AMsySZY-5Scjgenqm4jWhHCj6YAZ,2
AMsySZY-6l66T6sEF8pUPEByfyCb,2
AMsySZY-78VDDfhLuYzFU9Z4lC2P,1
AMsySZY-7KJ-0EJurFdDf3_uwFBz,6
AMsySZY-8-nftx7vCKBAlDU5wDX3,2
AMsySZY-8EPkrSLN5vq8OZjqn4TA,6
AMsySZY-9HWIfIFnDXhWKC5aqGBW,3
AMsySZY-9p2cF7VFXIC97LYA34Mo,1
AMsySZY-AddqigF4ND7jZXHw91JK,2
AMsySZY-ApULv_TtuWhrlxRNZ6rU,4
AMsySZY-Bu_XX_Bg8F0uhKnMtMzU,2
AMsySZY-CKDBW7nVSy2hNNtHhTjN,3
AMsySZY-Co1fHIOb6IOli7Ev-uTQ,3
AMsySZY-CpDaNEx4ThLFWLIF64Jj,4
AMsySZY-CpLWXR1h989RMgm9sv_k,2
AMsySZY-CrIz9ebiH_oz9GG6m_HY,4
AMsySZY-D53zjSsKX5Z5kS-4deIL,3
AMsySZY-E4cc3HZ9L5LG0CYy9GA6,2
AMsySZY-EZAYM336igk4gz41LCcu,1
AMsySZY-EjTFOAkW1iWNGXah88sj,5
AMsySZY-ErvFrTuxPiruOo9Y3I_s,2
AMsySZY-FGzqL4OWWIIA4grdbsBB,3
AMsySZY-FV5AINoT8Vbe1Jb8W4wl,3
AMsySZY-FYd_7Y7I_jzqcH4qMt4O,2
AMsySZY-Fez8ekgrvjrkGqDMCR5f,2
AMsySZY-GKCF1E3YmRzPobvnnynD,2
AMsySZY-G_FGV_5JQcmsYLWxyAp-,3
AMsySZY-HMA0JDj3tn68Nz-mft3r,16
AMsySZY-HUawWhKfcDKEhe2OCchG,2
AMsySZY-IC_RK0jm40wmdCrMWZmJ,4
AMsySZY-IlgumIWp41KjFpRwdLIK,1
AMsySZY-JhMwWQZg_6NU47xMO3sn,2
AMsySZY-K0fk5OlfTG__CYyutegE,5
AMsySZY-KJ8_rG-HE6Zr6rNgxSOS,5
AMsySZY-LPRrS6h-XsoCTnRmL-lM,7
AMsySZY-LvpPqruauj8VArClU8Xx,4
AMsySZY-MEJ58o3PuLrOX1f8wojo,4
AMsySZY-MX60J9j_IISSLcJdk2If,4
AMsySZY-MnhinhTkGqJHHorHL0Fs,3
AMsySZY-NVFVRGC2345VZZuOXNai,2
AMsySZY-OI-HQu7jdLWzvHCRRQQw,1
AMsySZY-ONWprya8merPXFgWquAR,3
AMsySZY-OZkYj95SeX2xTJIpeS2C,2
AMsySZY-PDvMQ3qBZWgZQqQvH0tN,4
AMsySZY-ReO9fTFZkp9ems1HmKna,2
AMsySZY-SBKcTFsXmi_Mh_LKTYYS,2
AMsySZY-SDQeuCBBDXHP4TyJU4F7,2
AMsySZY-SXgJEDIOfxnAmZu1SsKv,5
AMsySZY-SYQG5gFyy2ty78-ZoeKG,2
AMsySZY-T75K33nxERTNCcJ9hGr9,2
AMsySZY-TaIX6uJ18CYFjLpDGudh,2
AMsySZY-Tw5aKj-e5rk47DR2yIKz,6
AMsySZY-VEUicmJ8NKonZrfubkQ9,1
AMsySZY-VTzvKKdpNEak6f_mRmOS,1
AMsySZY-W7kWMdgrMIqskBsm5MKX,3
AMsySZY-WIbqTJZc5r4wN6DvEfuv,4
AMsySZY-Wmhi0E3Rt5b95J3T1CjK,1
AMsySZY-XsXvM4daFvWGuLFFFbjT,1
AMsySZY-YGZ4EeQoSQkY4Yn-hhl3,1
AMsySZY-Z5PE42MmZoxdJgSbssuX,2
AMsySZY-_J4gUc1BS4tvzkE6b8ZB,2
AMsySZY-ar3o2e2eQ65xwJRjBOCF,5
AMsySZY-cFNqbXpYCdlQT_TAqarX,5
AMsySZY-cNyBu2UZQuVgHZTkx8HH,1
AMsySZY-d1vPoOh986cxev56RJ9B,1
AMsySZY-dTwetC0iK-DHiGl1rflM,5
AMsySZY-dfAYZer9gSktAhaWHA_u,3
AMsySZY-dpHC4vZY4LHveBMlumIn,3
AMsySZY-e5sipLOTfhWTWldYcfqo,4
AMsySZY-eqfae8APgZsNOUy2E6Kb,2
AMsySZY-f0lPbpzK4Z4dXpMBZCwG,1
