UserID,AgrImpressions
0,4990
AMsySZY---305JQycsGhKdYLxEjV,3
AMsySZY--B7wY0KBfM_5XPse9Mf0,3
AMsySZY--iXFIptmCVyq4LqZMyP1,1
AMsySZY--vsEWB7TVbZIZzZQbaOn,1
AMsySZY-0hVL9uNh9rwzeWx86lJ9,1
AMsySZY-0lDLK044BkTBr0t0u_Z1,3
AMsySZY-20usWyn5u6dC47F5z8In,2
AMsySZY-42Pw3BJSwecnoMZuGHCw,1
AMsySZY-4yLRULN3fhx4MEicZchz,1
AMsySZY-5E4trcxLngTxW1DVn20L,4
AMsySZY-8lEuSEH6wWC6_Hbnk16y,4
AMsySZY-AJKyPQphgrhoyDYAHfea,3
AMsySZY-Atm1N404zEZQvc-uAF-0,2
AMsySZY-BXJXkupKCDFSYAhP0BrY,2
AMsySZY-C02yr8pIwfWqwWtgriZY,1
AMsySZY-CP3vSOjEIu_SHSQN-Pz1,3
AMsySZY-CaS1QfjuXM3iS18fQ8a7,1
AMsySZY-DKmSIFuU43av0ebRLyes,7
AMsySZY-DeTO3DaQr6n0ol7f_hMh,5
AMsySZY-DweQjpbh_OXo_PC8HAT4,1
AMsySZY-FHXG521D1JgUuZQuh6Ux,1
AMsySZY-FflVfpdwk7Rt5xMJiVWz,2
AMsySZY-G0eHhdcvUet5Gv5ihXrG,3
AMsySZY-GhAJGrFzZsLJJAume1wH,4
AMsySZY-GlkjVrilfULb4RJFwvpO,1
AMsySZY-J8BDBUnfuM3Pif9Su6ys,4
AMsySZY-Jz-WLlnuKfEfJBVuU1d-,2
AMsySZY-MNXiawwxzKjaJhWyRtGp,4
AMsySZY-MfKNXGGrDIPrx0V2jiSu,3
AMsySZY-NKJ3QXkw6zeiu4P7kDBy,1
AMsySZY-PNnwbGkhBzWsJNansXT2,3
AMsySZY-RsmJJlhgxR024MSVEGmM,3
AMsySZY-S_KXcfEbJHoQBBZUM-DG,4
AMsySZY-VfyhcYkahOggGdF0uTLG,2
AMsySZY-XXA5QuBzVX81Q1EpP24H,2
AMsySZY-Y4cSGmk3hv6TJtmuUNCF,18
AMsySZY-YF9OUjeyTalC5hFcs0dF,1
AMsySZY-a-B_QpK89ZNHFo2fGsjR,3
AMsySZY-d1isAnQVUxyLPaixVe0j,3
AMsySZY-dACZd7p_B2Dg7ZDnfp2Q,3
AMsySZY-h-hbiETfYSZwXj4SjUYY,1
AMsySZY-hKKcAi9DZPbWE5z7UGpe,2
AMsySZY-i0zLo1yilFSSBlKIjaev,3
AMsySZY-jICJ9Ula4vCTeqq6iMnm,6
AMsySZY-l53iiv2bgzUpGNlHn3aA,3
AMsySZY-lhaxtUHKV4dH-d-H4EPB,1
AMsySZY-p31qfkudgVzq8ALQCSRp,1
AMsySZY-tirVaFBMrZW4V-3Jc0KR,1
AMsySZY-tpeoXTDoKDZWIgoTaQpU,4
AMsySZY-wL24sozniBS4ep813638,6
AMsySZY-xo-2BqnxkmICC8Smtu-K,4
AMsySZY-xxQCjLPZ4Ywy8lfCmYLu,4
AMsySZY-yFTtzqh007YT2N2evH9P,2
