UserID,AgrImpressions
0,4990
AMsySZY-29YhTXtijh8WfHsa5rbo,9
AMsySZY-6wgp38RO6F9Thhrqfdt0,4
AMsySZY-9TuTt2fxkAS74W7KmVY3,7
AMsySZY-A8rmXkJznylXJiaA4Iz7,20
AMsySZY-AKHG77ZUg99lLDThl47s,8
AMsySZY-DPJLWnrQhDXZQuwmnuEE,1
AMsySZY-E5V28VUCXt9-DwhwY03r,4
AMsySZY-FHx8w7c6ARrqaJfhPaYL,4
AMsySZY-LNUgdzQiKa5ctE_zpyQk,35
AMsySZY-VEYd-0vWZlGpXLwwI8Dx,5
AMsySZY-Vo5ynRUrDA7R8Blzgtve,6
AMsySZY-WVLYUM0dq_5NHgsVlgxG,1
AMsySZY-XxawGUeJD8CvohH5_FPe,7
AMsySZY-__m0_BcCgibOS2rhDuSX,5
AMsySZY-aGsHPQseR-f3o4WvhFjF,6
AMsySZY-ko6I_g7ZlZh-8KIunsX2,1
AMsySZY-w3HnZXQQ2oSjdtglw5Qx,1
AMsySZY-wIhQmFllJtYcCmwH8YlO,2
AMsySZY-y6ve8qn4Ih--FFXXHKgd,1
AMsySZY-zA2yNzdtaJ87S-DREiqC,2
AMsySZY00vSFx99uXliug7eI3I0e,3
AMsySZY019t5N2iO8miDzVanljHk,8
AMsySZY04fy58xh3KrX_qXytS5pg,9
AMsySZY09XIApOx2zsYUb6Y_187_,1
AMsySZY0CVDelX6PvrE3vDzzxlKN,3
AMsySZY0FjVVbbdJe434Or3TtL-_,4
AMsySZY0Lg9eVa9IZmLA1b-nZILA,3
AMsySZY0YQzZXfZE4b2gXtnHQRS9,13
AMsySZY0llwEOXakKGBT_K2EQ7nF,2
AMsySZY0qAamHFvZ3ozjG1bAvGp0,7
AMsySZY0qrmeBNY47GWbmuwKSi7k,6
AMsySZY0r8-oB0WJ9S4xHw-lYyFj,2
AMsySZY0rZVgd2VTAP4rj9J-m19Y,1
AMsySZY0yPugF7-L03aH6fQE7Hm0,9
AMsySZY1Bv3HfTeebTQgtSMj-Fyg,3
AMsySZY1Khq92bN7aZoAYZPrhmWF,9
AMsySZY1OiORO8PBDGeY-F_wwf1H,8
AMsySZY1TPtpjwpEYhDwWXIPeS5S,8
AMsySZY1TXrjAFy2wr8FVZSjpRuE,5
AMsySZY1_6jINs8Jz9I7UMFXb2aO,5
AMsySZY1bY1nomzH04MZrhk6scEl,2
AMsySZY1dnjZPZo0h1K8K11LVEIz,5
AMsySZY1l1LgWlXmnY-p-9jyNj55,12
AMsySZY1stZkLWFdUetebVDEJz0A,9
AMsySZY1tISv4zlKyFW9pMqOaOMB,18
AMsySZY1wl5_4TJQD7V4fR68YUXG,5
AMsySZY1xPFh_-gYbyzlOPmryqsA,18
AMsySZY1zfDtgu4baVvy6AZ3aEiY,10
AMsySZY23KodymDKnxog6XPhBl4q,24
AMsySZY240GiOdh9gU9uACaAKagN,6
AMsySZY242ZEMlm-dRFVz9m1rI6M,2
AMsySZY244UY7fqEVmvZazp6fUgT,7
AMsySZY2DzxO3coNitdTimObPW-O,6
AMsySZY2JEv_2dJmnonh8EWQi6rU,4
AMsySZY2KFxyTPrheAyhYU9IXQgm,2
AMsySZY2PgN5jHV5icxsJe5mOE1x,2
AMsySZY2TytpQrPRDwnNaqdWi2tl,3
AMsySZY2eElzaV6icbE1bDBN52DV,14
AMsySZY2hlh7NrckG2rTHD8feDg4,3
AMsySZY2j5PkYpy7QLAQKwSYbuwz,8
AMsySZY2j83zZZNe9Ii3Zx9zD2dU,11
AMsySZY2mXQZIN942u3mE4fJz573,4
AMsySZY2mnZezchDGDR6rQBCfBWT,4
AMsySZY2y7TAWqqAY00jA3ul8zi9,8
AMsySZY35srr8X5f4erXUl_K7fg7,1
AMsySZY35zIEGe_RCrjQeE5x4b-S,3
AMsySZY3CzWxJonC5XupwYC_f0qp,4
AMsySZY3MpiiKOIy-yPOULEodfE_,10
AMsySZY3MvKnTGJg6YRSKHJr4_9J,15
AMsySZY3RkNEGGVLNcgOKVpnfm-B,4
AMsySZY3aiaVkNw2xZQp8ByPJG73,17
AMsySZY3e6R5ml2apTm8j3yjlBlA,3
AMsySZY3hSlOw1alEw4VVCyM9qA1,2
AMsySZY3hq8CGwLaDYux53QvKsJe,1
AMsySZY3iPy2ee56vXCXoR7B5Mcw,11
AMsySZY3ni_7GZ_-xPjLWiTB3jbq,4
AMsySZY3rkJEStM27iGxrXmVs8tm,7
AMsySZY3s5tFOHu6cEf9xh_5Salw,2
AMsySZY3uyVvoVZayzke6VYy3xIp,8
AMsySZY44EbpJNyXWrpXsMkEFJO8,17
AMsySZY46L0YwJJ5h3SIFmiUPh-L,4
AMsySZY4924_f5SZqlpKHJgyhufe,3
AMsySZY4Cmp_H51WGSjgsWoYtKwV,2
AMsySZY4DBZ-S_LULlU-szIwI44B,2
AMsySZY4Dl6oKkFLIc0shZvcYaBT,2
AMsySZY4GkcAC5sXCVUoyUP2dQoF,4
AMsySZY4I2RtzszRNQWyHGefEbJV,13
AMsySZY4I9mQ9q4gewtU633eAq5F,3
AMsySZY4LoTpt8pcp-4x1WX0WIzh,2
AMsySZY4Ot91A1SG6ChLgaqLqbav,1
AMsySZY4PIs5hnCrlYmsaARnEsZr,15
AMsySZY4Ue2yn0hfDlzQu06VWR7c,13
AMsySZY4etgphuTkVVGpJdQ0kuJA,2
AMsySZY4jSQXm2WIUIj5xtULvzSI,17
AMsySZY4kZZzOPXmXTAC6Yxkx02C,7
AMsySZY4lkKFbG0W_uK-TLPbr2xj,18
AMsySZY4v6uTI-JWtRqvCONCm1o_,3
AMsySZY51FEyfrNI-WtqoATfacx6,17
AMsySZY535OyXxTLbUskGmPqOpLW,3
AMsySZY58KmYRQZkynunSB5ynBA3,3
AMsySZY5SCuXUdVi8JAiMRb8BBlt,6
AMsySZY5Vc-MW_z6o0jJz0EzKzcA,1
AMsySZY5XUbLH-PX5g5uXOCuBpZV,11
AMsySZY5_2xfZjH6BQXB_3Fg2sGw,5
AMsySZY5_qV9-6dLtGC3OjbjbcPR,2
AMsySZY5dni69851Ce_UI0FhHTUA,4
AMsySZY5lRhh72okjjiP2JIwwSPs,12
AMsySZY5shv5WrdRO1xfkOuu2ycr,5
AMsySZY5zC-MW-Dq-q-_OBpTe9I5,4
AMsySZY602Oja-GUePSodx6wrRNW,13
AMsySZY63IcxE3qVNE3e7qyH9Qce,5
AMsySZY67lITebH0sAVJsEnmGZ01,4
AMsySZY692yw0XdgzYMTFTal8L64,2
AMsySZY6JlvfenzfsLT5bZA_pTWm,2
AMsySZY6OudL6gGok1zAAtxqGo5D,3
AMsySZY6PrxBSWku6DWD8Q1h2eu1,1
AMsySZY6W-isfVjqonjGZO20bada,11
AMsySZY6XJYJNhq7NpKzJuyJu4gc,5
AMsySZY6Y9AmJR9LN5TdVBYmDk4G,4
AMsySZY6ab1GRoORKPDKVfeV44C8,9
AMsySZY6bWzE1bT8QNColQmxH6Vb,9
AMsySZY6d7QocWdWQFRX9ifUhRJq,1
AMsySZY6fUb-izBgvN3qTRjGBRJy,3
AMsySZY6idc36lgjqaP3jgRUeIsQ,2
AMsySZY6k78nI2ihc6P7rdGwTibT,9
AMsySZY6q9iLxWTL-RTMWcaiHXpK,15
AMsySZY6qfWr-qJdjmq-gToRC-FN,7
