UserID,AgrImpressions
0,4990
AMsySZY--djeGdSM6cDB2tkKDHuL,2
AMsySZY-081dt6nLAWgSS0z5SWL4,5
AMsySZY-29YhTXtijh8WfHsa5rbo,9
AMsySZY-9ZDkrH9sxJuQ6aCknB-x,6
AMsySZY-A8rmXkJznylXJiaA4Iz7,20
AMsySZY-FHx8w7c6ARrqaJfhPaYL,4
AMsySZY-H7cHmIDPRo-OFPLu4g19,6
AMsySZY-KGO5F3RuUXmcv9qbCRX1,1
AMsySZY-KfK3K3R3YnfB_fZl_EI8,3
AMsySZY-PubSwaLnQgJsEXq277Gy,3
AMsySZY-QnXzoFkYoEwMqtudZwNq,9
AMsySZY-Tvy91rNH4P20VdZilJTX,3
AMsySZY-XxawGUeJD8CvohH5_FPe,7
AMsySZY-ZN-yBpggZ6aaIKaWNuiJ,4
AMsySZY-b4Ua02XeVBQCY6cdtRZp,5
AMsySZY-fEXxF5jfzl_ywPd9rppA,1
AMsySZY-ieshKSHqwkhrwp6yG0PU,7
AMsySZY-lzQbhF-FvPNSyFD69ChS,6
AMsySZY-ybgivvOLgDn-UQnvkZly,3
AMsySZY028D-PjGEq1r3lpLpk3qF,6
AMsySZY06DOdPftRPe6jYRo_BmN3,2
AMsySZY0BmZjOaO6YBNcPiavRnx5,6
AMsySZY0KJuArzSVWzrmlnXMwGVw,3
AMsySZY0Nt-Z04H2-r2-h33Ka7Oh,10
AMsySZY0RgzokH8Oib4FvKQfDK2S,10
AMsySZY0Sp8ScfzQxKhFE9vsjH_M,3
AMsySZY0U_QcNEeHk12IMDA2ItBi,6
AMsySZY0WrqZdlIz6pVACu-hNr5l,2
AMsySZY0cfuX9L_EF9lowId1X97O,5
AMsySZY0hvJEQzVLrsyIOYuOTdWF,5
AMsySZY0kw2EsSX-L9AygiKoKFYk,6
AMsySZY0phiEfyTXT2niJC00EWuv,6
AMsySZY0z07JDcIJ4TRaYJAsfN_R,1
AMsySZY0zJiaB1oMffjKlyI0T_rS,4
AMsySZY116vy88EB-7XCXyGQYPUf,9
AMsySZY13IRXeMpyfSrGEMJnIzzx,3
AMsySZY18AAN-sIJn0Jx6pc0SmM-,1
AMsySZY1Ci95dLMKkWy5yskzrtjE,2
AMsySZY1Kchf0vhzKMRaCj4w0Tgx,7
AMsySZY1LP7LPSYTTjfjlIe9V0fx,5
AMsySZY1NxuNxpdpkrN4FDmghJeT,6
AMsySZY1OsPmmv3An3UXt2Bj5K9I,5
AMsySZY1PDpt9VVH0lkKyeBCypDF,5
AMsySZY1bWc6nCETOHsTcKLjjimy,1
AMsySZY1eQXUmZRaP0rY55K0ohwB,3
AMsySZY1iHzb-xeoC8mP-b1foJHb,4
AMsySZY1jzWFTYy0ylueJCbE_V1t,2
AMsySZY1lC6j-IC9uk0A3hXJfNxK,4
AMsySZY1njSec0U9vDw5Sfr3PTWU,12
AMsySZY1pcdrS7X3eDQ57hejTehO,9
AMsySZY1rPegoKKXmZMj_2Hwp9QA,5
AMsySZY1stZkLWFdUetebVDEJz0A,9
AMsySZY1tISv4zlKyFW9pMqOaOMB,18
AMsySZY1ueswCFLEBB9RPdQgdW9V,5
AMsySZY1xCYOwVo-6nkgmAQW0YLd,12
AMsySZY1xPFh_-gYbyzlOPmryqsA,18
AMsySZY23KodymDKnxog6XPhBl4q,24
AMsySZY25DXYl25MAOcYb-qpqr4_,3
AMsySZY2MSAXwHzUX-jMUkYJRpiY,3
AMsySZY2OcwZWBcfvfLNJrpWsESE,5
AMsySZY2RfUwIeqnSu8Ia5EsuhDm,1
AMsySZY2SETEAktgu7N6GzShvWKU,1
AMsySZY2XP6-yOXOBQ6_wcVHl6uc,2
AMsySZY2YoRFs86u8ha5LtpL91S-,8
AMsySZY2_TV-U1iqsm8D2etiVUKq,8
AMsySZY2eYPRX49x_FOPsMsZdacE,2
AMsySZY2iGu1PzFSodw476UIFjD3,6
AMsySZY2mXQZIN942u3mE4fJz573,4
AMsySZY2u7O9z1HPL70aPSl6r7l5,10
AMsySZY2yxYJc1O4ngk4_8Yp7wBf,3
AMsySZY31MPq_iNT4D51iXGVohjg,2
AMsySZY34yTHmAGm7yaa4t4izzMk,6
AMsySZY35obMfUaVPnetWnZoSt8q,3
AMsySZY380PjArFIenPP1fdoECYO,4
AMsySZY3CzWxJonC5XupwYC_f0qp,4
AMsySZY3EG7Zzp86eLTY85_H_Eq4,5
AMsySZY3Ek6CZ52FZ2jXqu-MOdVC,4
AMsySZY3Lhqr0wwZUYgR-fdoYJhk,5
AMsySZY3QZ5P-oZ0CeIHH0-lzxbm,6
AMsySZY3WCxotVoJgskSKNGbGVC8,1
