UserID,AgrImpressions
0,4990
AMsySZY-9TuTt2fxkAS74W7KmVY3,7
AMsySZY-A8rmXkJznylXJiaA4Iz7,20
AMsySZY-FHx8w7c6ARrqaJfhPaYL,4
AMsySZY-OjRS2rVh25lvsm7gE_iJ,3
AMsySZY-Pg2gt5rJnlYFgSNh8-bu,2
AMsySZY-ar_ZsKjUkL2cUuZvGAlW,3
AMsySZY-cAd9r8nTua15cENJM4_B,6
AMsySZY-dKODCoOCIN7FDGf38VKU,7
AMsySZY-i044ClYS1G9YqhAdqhUo,178
AMsySZY-ieshKSHqwkhrwp6yG0PU,7
AMsySZY-mb-1OUHNieMoENLWQq1M,2
AMsySZY-trNMLPUaFhbsfIMqAa65,2
AMsySZY-z_Jq5nkYh8cBwJLbZY21,1
AMsySZY0-6NOUrWJ-qIkdEOokthz,2
AMsySZY019t5N2iO8miDzVanljHk,8
AMsySZY033uMIeise5DEdS8vEmSC,2
AMsySZY05ULPH1LqBPvTDGlRJMnX,3
AMsySZY0BmZjOaO6YBNcPiavRnx5,6
AMsySZY0C6jsIyTvvW4PlbLEUWou,6
AMsySZY0CVDelX6PvrE3vDzzxlKN,3
AMsySZY0FdzUYcLEDyD4jgSK8Ik0,2
AMsySZY0HuYUuGLyMIeNp9aJtFzh,1
AMsySZY0PJo6P9aoLIVO5-iVK76R,9
AMsySZY0RgzokH8Oib4FvKQfDK2S,10
AMsySZY0SRu8TzIam4Mwi5TvEgnR,4
AMsySZY0XxyJxEKP4J5ToTA4X7vI,3
AMsySZY0ZElvyf-qWo17xmOswmF1,6
AMsySZY0_1La5Vo4iHpTnGVYdcxL,16
AMsySZY0bE2uVEeaQ0e7XXFNvIww,4
AMsySZY0qAamHFvZ3ozjG1bAvGp0,7
AMsySZY0uHc2FAMyQ98o-W5rvXEW,2
AMsySZY0wtbQxzFye6SUYBKrhQ2b,1
AMsySZY11EYITpaxXuNfFTxqiSS_,7
AMsySZY16JjlGTK4tIqChGiI7mMy,1
AMsySZY1Anfgqim435yxjKk8YE1T,2
AMsySZY1E5od80EAnmNOS9esbzR8,3
AMsySZY1HJkEpfukl5bUdiJZs-jY,2
AMsySZY1M4Vu_-d2aldWxxpbjHMf,2
AMsySZY1TPtpjwpEYhDwWXIPeS5S,8
AMsySZY1UCw2jaaliFABeQIG2mGT,8
AMsySZY1Z2IgQcSnrRTjDUTiqCvD,2
AMsySZY1ZrQ_p5Cvsm37Ru4suHtR,2
AMsySZY1aq6TnCxe8wXJcG3d1LfI,15
AMsySZY1b3GDE5baKB0qYvcfCwA-,8
AMsySZY1dnjZPZo0h1K8K11LVEIz,5
AMsySZY1hYEHreXZhhtkYrowXZux,3
AMsySZY1iBb-S2cqEp5k0j-lCZgs,13
AMsySZY1l1LgWlXmnY-p-9jyNj55,12
AMsySZY1q24X-jugs0u9I4tKnkcz,8
AMsySZY1qly5-QW3lcgkKDitC5rI,6
AMsySZY1stZkLWFdUetebVDEJz0A,9
AMsySZY1tISv4zlKyFW9pMqOaOMB,18
AMsySZY1wl5_4TJQD7V4fR68YUXG,5
AMsySZY1zfDtgu4baVvy6AZ3aEiY,10
AMsySZY223C8PRX_8ohRo6kU2g7O,1
AMsySZY23KodymDKnxog6XPhBl4q,24
AMsySZY27jbfGkMdwM96-SIVQNYy,5
AMsySZY2RrBIRtigonsClhbxxLTU,8
AMsySZY2VHmv3dzndZ81T2ZhOzFr,8
AMsySZY2WgqD8gSyFPWj4G-d1WAj,5
AMsySZY2YoRFs86u8ha5LtpL91S-,8
AMsySZY2moxDgFOi8s-DbmrWtOH6,2
AMsySZY2u7O9z1HPL70aPSl6r7l5,10
AMsySZY2y7TAWqqAY00jA3ul8zi9,8
AMsySZY30NlGzXjNAnCzhoQEPmAO,2
AMsySZY32aM-pQv_FeZ_KUHiE7VK,8
AMsySZY3FFUJQJu-Wjg89tETSzqD,6
AMsySZY3FPAI6gZ0rqSu0uxPjIVF,6
AMsySZY3G5ylc_tCVli_Hym-X5xP,1
