Month,Advertiser,Advertiser ID,Advertiser Status,Advertiser Integration Code,Public Inventory,Advertiser Currency,Impressions,Clicks,Revenue (Adv Currency),Media Cost (Advertiser Currency)
2017/03,ACER_UK_Zenith,283933,Active,,No,GBP,3867393,5595,17722.953191,12000.422859
2017/03,Costa_UK_Zenith,586631,Active,,Yes,GBP,7063819,18994,27334.668131,18167.291906
2017/03,Delta Airline_UK_Zenith International,117532,Active,,No,GBP,162882,1090,4142.499087,2897.608980
2017/03,John Frieda_UK_Zenith,272335,Active,,No,GBP,295616,958,5023.934933,4808.204381
2017/03,Mercedes-Benz_UK_Zenith/Ninah (non-DFA),365138,Active,,No,GBP,582669,2843,8602.174119,6020.917397
2017/03,Molson Coors_UK_Zenith (DCM),676041,Active,,Yes,GBP,612955,874,8199.085489,5769.855213
2017/03,Net-A-Porter_UK_Zenith,633491,Active,,Yes,GBP,1364632,939,9862.215513,6540.896325
2017/03,Oracle (GBP)_UK_Zenith International,1546239,Active,,Yes,GBP,3082664,1053,9655.849362,2061.475082
2017/03,Oracle (USD)_UK_Zenith International,1469543,Active,,Yes,USD,1280234,529,7338.989631,2886.476193
2017/03,RBS (DFA)_UK_Zenith,333264,Active,,No,GBP,4512763,32161,36736.269771,25569.758076
2017/03,Aviva_UK_Zenith,3601,Active,,No,GBP,2013928,996,7885.395312,5338.093059
2017/03,Birkenstock_UK_Zenith_USD,1498974,Active,,No,USD,35575,75,471.822870,330.291395
2017/03,Birkenstock_UK_Zenith_USD,1498974,Active,,Yes,USD,637795,992,6834.631808,4784.987648
2017/03,Lexus_UK_Zenith,5072,Active,,No,GBP,2462376,2391,27057.317326,18710.888593
2017/03,Lexus_UK_Zenith,5072,Active,,Yes,GBP,1217331,1175,7778.271444,4773.382650
2017/03,Mercedes-Benz_UK_Zenith/Ninah,312862,Active,,Yes,GBP,3755578,4658,34890.837603,24120.555056
2017/03,RBS (DFA)_UK_Zenith,333264,Active,,Yes,GBP,23804600,17706,38545.727492,26292.495575
2017/03,Aviva_UK_Zenith,3601,Active,,Yes,GBP,17715119,8610,57113.800991,36923.876036
2017/03,Delta Airline_UK_Zenith International,117532,Active,,Yes,GBP,1342193,1669,9785.569987,6406.871561
2017/03,Elemis_UK_Zenith,960943,Active,,Yes,GBP,504619,699,1965.348163,1354.494491
2017/03,Entertainment One_UK_Zenith,8451,Active,,No,GBP,603124,3704,11875.719099,8206.058113
2017/03,Entertainment One_UK_Zenith,8451,Active,,Yes,GBP,3767892,17229,43935.933273,30464.953124
2017/03,Mercedes-Benz_UK_Zenith/Ninah,312862,Active,,No,GBP,16508912,107634,132444.005120,92508.321219
2017/03,Mercedes-Benz_UK_Zenith/Ninah (non-DFA),365138,Active,,Yes,GBP,1351187,2275,6806.422855,4761.572783
2017/03,Natwest (DFA)_UK_Zenith,333265,Active,,No,GBP,9306104,4997,53689.804878,39633.984255
2017/03,Natwest (DFA)_UK_Zenith,333265,Active,,Yes,GBP,93502475,28042,168267.079771,115879.071481
2017/03,Next_UK_Zenith,378754,Active,,Yes,GBP,195654730,158911,283480.434327,188207.281981
2017/03,Oracle (USD)_UK_Zenith International,1469543,Active,,No,USD,31045,14,201.314818,86.382830
2017/03,SCA_UK_Zenith,543450,Active,,No,GBP,457917,4690,10204.494378,8173.818450
2017/03,SCA_UK_Zenith,543450,Active,,Yes,GBP,2661658,4510,30746.368547,22774.619523
2017/03,Toyota (Non DFA)_UK_Zenith,361847,Active,,No,GBP,601713,1856,13867.008281,9706.550443
2017/03,Toyota (Non DFA)_UK_Zenith,361847,Active,,Yes,GBP,218725,542,2348.080062,1590.370471
2017/03,Toyota_UK_Zenith,5071,Active,,Yes,GBP,21296744,15867,134869.918353,85432.814008
2017/03,ACER_UK_Zenith,283933,Active,,Yes,GBP,41705157,31056,91913.547353,60065.479732
2017/03,Christies_UK_Zenith International,914143,Active,,No,GBP,2559497,2764,23212.037350,16172.980077
2017/03,Elemis_UK_Zenith,960943,Active,,No,GBP,119396,226,599.480497,416.483902
2017/03,Omega_UK_Zenith,201041,Active,,Yes,GBP,261065,535,2977.937812,2084.518280
2017/03,Staples_UK_Zenith International_EUR,507840,Active,,No,EUR,45108,18,362.425123,242.867553
2017/03,Birds Eye_UK_Zenith,1225156,Active,,Yes,GBP,1025296,2783,9459.798927,6621.737939
2017/03,Christies_UK_Zenith International,914143,Active,,Yes,GBP,42042229,31979,142364.641750,90763.287407
2017/03,Costa_UK_Zenith,586631,Active,,No,GBP,3218826,13012,21172.675825,14650.392543
2017/03,John Frieda_UK_Zenith,272335,Active,,Yes,GBP,2906205,6260,24535.173065,17174.306512
2017/03,Net-A-Porter_UK_Zenith,633491,Active,,No,GBP,154678,179,1085.750864,733.383798
2017/03,Next_UK_Zenith,378754,Active,,No,GBP,13077726,51481,62644.413726,43613.554960
2017/03,Staples_UK_Zenith International_EUR,507840,Active,,Yes,EUR,1621652,1267,8876.465549,5782.763005
2017/03,Toyota_UK_Zenith,5071,Active,,No,GBP,17071657,97731,158191.872154,108540.575556
,,,,,,,548085459,693569,,

Report Time:,2017/04/26 15:28 GMT
Date Range:,2017/03/01 to 2017/03/31
Group By:,Month
Group By:,Advertiser
Group By:,Advertiser ID
Group By:,Advertiser Status
Group By:,Advertiser Integration Code
Group By:,Public Inventory
Group By:,Advertiser Currency
Filter by Partner ID:,151
