Month,Advertiser,Advertiser ID,Advertiser Status,Advertiser Integration Code,Public Inventory,Advertiser Currency,Impressions,Clicks,Revenue (Adv Currency),Media Cost (Advertiser Currency)
2017/08,ACER USD_UK_Zenith International,290566,Active,,No,USD,3813401,4024,20513.027603,14357.997670
2017/08,ACER USD_UK_Zenith International,290566,Active,,Yes,USD,22807081,43521,61713.411868,40947.309416
2017/08,Carpetright_UK_Zenith,1855936,Active,,No,GBP,822130,877,3760.213393,2337.542958
2017/08,Christies_UK_Zenith International,914143,Active,,No,GBP,823661,959,5268.514122,3646.097496
2017/08,Christies_UK_Zenith International,914143,Active,,Yes,GBP,5426378,4556,20932.508782,13975.109608
2017/08,Elemis_UK_Zenith,960943,Active,,Yes,GBP,438985,551,1615.575531,1112.618827
2017/08,John Frieda_UK_Zenith,272335,Active,,Yes,GBP,1626515,2571,12355.941922,8998.808697
2017/08,Mercedes-Benz_UK_Zenith/Ninah (non-DFA),365138,Active,,No,GBP,4408148,7923,41404.141795,28944.543546
2017/08,Mercedes-Benz_UK_Zenith/Ninah (non-DFA),365138,Active,,Yes,GBP,880534,475,3679.269607,2570.575235
2017/08,Molson Coors_UK_Zenith (DCM),676041,Active,,No,GBP,1656578,27554,26324.704676,19739.384538
2017/08,Net-a-Porter_UK_Zenith_2,1667333,Active,,Yes,GBP,1406944,1018,9033.781583,5765.354283
2017/08,New Look_UK_Performics,1772231,Active,,Yes,GBP,3487480,8533,33142.551483,23199.361026
2017/08,Next_UK_Zenith,378754,Active,,No,GBP,10188378,16712,53316.560295,35895.679324
2017/08,Omega_UK_Zenith,201041,Active,,Yes,GBP,2705723,2852,8335.659889,5049.210331
2017/08,Stella McCartney_UK_Zenith,1645637,Active,,Yes,GBP,13361,6,77.971443,54.143698
2017/08,Aviva_UK_Zenith,3601,Active,,No,GBP,1823294,944,7853.128473,5234.138343
2017/08,Aviva_UK_Zenith,3601,Active,,Yes,GBP,10526303,4440,33853.858558,21117.378601
2017/08,Costa_UK_Zenith,586631,Active,,Yes,GBP,3024455,16909,7744.113151,5296.116199
2017/08,Entertainment One_UK_Zenith,8451,Active,,Yes,GBP,7235821,5802,49404.725563,35795.118329
2017/08,Natwest (DFA)_UK_Zenith,333265,Active,,Yes,GBP,47086626,12070,113758.727790,77414.754272
2017/08,Net-a-Porter_UK_Zenith_2,1667333,Active,,No,GBP,203395,209,1463.337082,959.444745
2017/08,Next_UK_Zenith,378754,Active,,Yes,GBP,65861528,95764,310287.321176,207188.450142
2017/08,Omega_UK_Zenith,201041,Active,,No,GBP,587283,4538,7018.127709,4761.269144
2017/08,ESME_UK_Zenith,1889538,Active,,Yes,GBP,2742965,2080,9485.544675,5821.465113
2017/08,Elemis_UK_Zenith,960943,Active,,No,GBP,75032,167,367.635353,254.168664
2017/08,John Frieda_UK_Zenith,272335,Active,,No,GBP,130979,505,2863.416108,2290.425355
2017/08,Staples_UK_Zenith International_EUR,507840,Active,,Yes,EUR,1373268,897,6336.338791,4220.757673
2017/08,Stella McCartney_UK_Zenith,1645637,Active,,No,GBP,121812,184,708.218834,493.770180
2017/08,Carpetright_UK_Zenith,1855936,Active,,Yes,GBP,4677254,3896,17877.391630,10804.471160
2017/08,GHD_UK_Zenith,1837151,Active,,No,GBP,580838,668,4544.501141,3102.122942
2017/08,Mercedes-Benz_UK_Zenith/Ninah,312862,Active,,No,GBP,9005762,26164,80126.979219,57864.215238
2017/08,Molson Coors_UK_Zenith (DCM),676041,Active,,Yes,GBP,2899999,4535,42082.248988,30826.559609
2017/08,Natwest (DFA)_UK_Zenith,333265,Active,,No,GBP,11354476,4174,52359.721360,35675.196085
2017/08,RBS (DFA)_UK_Zenith,333264,Active,,No,GBP,1308913,760,6356.127516,4384.500266
2017/08,SCA_UK_Zenith,543450,Active,,Yes,GBP,5219897,5175,38850.036658,27194.527457
2017/08,Costa_UK_Zenith,586631,Active,,No,GBP,3528614,27614,16563.188284,11575.154203
2017/08,ESME_UK_Zenith,1889538,Active,,No,GBP,130445,90,559.528784,375.636618
2017/08,Entertainment One_UK_Zenith,8451,Active,,No,GBP,503076,996,10048.195666,7971.304345
2017/08,GHD_UK_Zenith,1837151,Active,,Yes,GBP,4006073,4582,10030.647393,6143.939923
2017/08,RBS (DFA)_UK_Zenith,333264,Active,,Yes,GBP,5602910,2668,12764.580837,8672.776428
2017/08,Staples_UK_Zenith International_EUR,507840,Active,,No,EUR,3482857,5003,19648.246410,13752.016998
,,,,,,,253599172,352966,,

Report Time:,2017/09/01 11:06 GMT
Date Range:,2017/08/01 to 2017/08/31
Group By:,Month
Group By:,Advertiser
Group By:,Advertiser ID
Group By:,Advertiser Status
Group By:,Advertiser Integration Code
Group By:,Public Inventory
Group By:,Advertiser Currency
Filter by Partner ID:,151
