impression_date,advertiser_name,deal_id,deal_name,Impressions,Clicks,Currency, Cost 
2017_05_08,JTI_UK_Zenith,Unknown,Unknown,64616,66,GBP, £80.47 
2017_05_09,SCA_UK_Zenith,Unknown,Unknown,4207,0,GBP, £8.11 
2017_05_10,SCA_UK_Zenith,Unknown,Unknown,10146,0,GBP, £16.71 
2017_05_11,SCA_UK_Zenith,Unknown,Unknown,7211,2,GBP, £12.90 
2017_05_12,SCA_UK_Zenith,Unknown,Unknown,4697,1,GBP, £8.83 
2017_05_13,SCA_UK_Zenith,Unknown,Unknown,3871,0,GBP, £9.20 
2017_05_14,SCA_UK_Zenith,Unknown,Unknown,4366,1,GBP, £9.34 
2017_05_15,JTI_UK_Zenith,Unknown,Unknown,4,0,GBP, £0.01 
2017_05_15,SCA_UK_Zenith,Unknown,Unknown,4160,2,GBP, £9.55 
2017_05_16,SCA_UK_Zenith,svn_ARTS,Arts & Popular Media,1,0,GBP, £0.00 
2017_05_16,JTI_UK_Zenith,Unknown,Unknown,20113,15,GBP, £55.85 
2017_05_16,SCA_UK_Zenith,Unknown,Unknown,23913,12,GBP, £47.17 
2017_05_17,JTI_UK_Zenith,Unknown,Unknown,941,1,GBP, £2.01 
2017_05_17,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,1,0,GBP, £0.00 
2017_05_17,SCA_UK_Zenith,Unknown,Unknown,41761,77,GBP, £58.21 
2017_05_18,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,1,1,GBP, £0.00 
2017_05_18,JTI_UK_Zenith,Unknown,Unknown,200,0,GBP, £0.31 
2017_05_18,SCA_UK_Zenith,Unknown,Unknown,76374,89,GBP, £103.36 
2017_05_19,SCA_UK_Zenith,Unknown,Unknown,75697,155,GBP, £105.81 
2017_05_19,JTI_UK_Zenith,svn_ARTS,Arts & Popular Media,1,0,GBP, £0.01 
2017_05_19,JTI_UK_Zenith,svn_TECH,Gadget Fans,1,0,GBP, £0.01 
2017_05_19,JTI_UK_Zenith,Unknown,Unknown,99049,84,GBP, £459.42 
2017_05_19,JTI_UK_Zenith,444959591118143658,AO - Doubleclick AdX 2.0 RTB - Ezoic - 444959591118143658,1,0,GBP, £0.00 
2017_05_20,JTI_UK_Zenith,svn_EDU,Secondary & Adult Ed,2,0,GBP, £0.01 
2017_05_20,Test,334092,Playground Test - 334092,3891,1,GBP, £0.64 
2017_05_20,Test,Unknown,Unknown,1,0,GBP, £0.00 
2017_05_20,JTI_UK_Zenith,svn_FOOD,Foodies,1,0,GBP, £0.01 
2017_05_20,JTI_UK_Zenith,Unknown,Unknown,112886,104,GBP, £583.07 
2017_05_20,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,3,0,GBP, £0.01 
2017_05_20,JTI_UK_Zenith,svn_HEALTH,Health Gurus,3,0,GBP, £0.02 
2017_05_20,JTI_UK_Zenith,svn_TECH,Gadget Fans,2,0,GBP, £0.02 
2017_05_20,SCA_UK_Zenith,Unknown,Unknown,98654,215,GBP, £176.12 
2017_05_20,JTI_UK_Zenith,svn_ARTS,Arts & Popular Media,7,0,GBP, £0.06 
2017_05_20,JTI_UK_Zenith,svn_HOBBIES,Hobbyists,1,0,GBP, £0.01 
2017_05_21,JTI_UK_Zenith,61961886861624056,AO - Doubleclick AdX 2.0 RTB - Penske - 61961886861624056,1,0,GBP, £0.00 
2017_05_21,JTI_UK_Zenith,svn_ARTS,Arts & Popular Media,8,0,GBP, £0.05 
2017_05_21,JTI_UK_Zenith,svn_EDU,Secondary & Adult Ed,2,0,GBP, £0.02 
2017_05_21,JTI_UK_Zenith,75508037619548867,AO - DoubleClick AdX 2.0 RTB - AutoGuide.com Group - 75508037619548867,1,0,GBP, £0.00 
2017_05_21,JTI_UK_Zenith,svn_LAWGOVT,Politicos,1,0,GBP, £0.01 
2017_05_21,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,6,0,GBP, £0.02 
2017_05_21,JTI_UK_Zenith,Unknown,Unknown,110357,118,GBP, £583.93 
2017_05_21,JTI_UK_Zenith,svn_PETS,Pet Lovers,1,0,GBP, £0.01 
2017_05_21,JTI_UK_Zenith,svn_SCIENCE,Science Buffs,5,0,GBP, £0.04 
2017_05_21,JTI_UK_Zenith,svn_TECH,Gadget Fans,2,0,GBP, £0.02 
2017_05_21,SCA_UK_Zenith,Unknown,Unknown,111920,289,GBP, £175.52 
2017_05_22,SCA_UK_Zenith,Unknown,Unknown,133643,437,GBP, £176.69 
2017_05_22,JTI_UK_Zenith,49608311082844516,AO - Doubleclick AdX 2.0 RTB - Serious Eats - 49608311082844516,3,0,GBP, £0.01 
2017_05_22,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,3,0,GBP, £0.01 
2017_05_22,JTI_UK_Zenith,26754094316128803,AO - DoubleClick AdX 2.0 RTB - Wikia - 26754094316128803,1,0,GBP, £0.01 
2017_05_22,JTI_UK_Zenith,svn_TECH,Gadget Fans,1,0,GBP, £0.01 
2017_05_22,JTI_UK_Zenith,Unknown,Unknown,105250,100,GBP, £584.82 
2017_05_22,JTI_UK_Zenith,svn_SCIENCE,Science Buffs,1,0,GBP, £0.01 
2017_05_23,JTI_UK_Zenith,svn_FOOD,Foodies,1,0,GBP, £0.01 
2017_05_23,JTI_UK_Zenith,192568930345156944,AO - Doubleclick AdX 2.0 RTB - Time Inc. - 192568930345156944,1,0,GBP, £0.01 
2017_05_23,JTI_UK_Zenith,275707,AO - Microsoft - Outlook - 275707,1,0,GBP, £0.01 
2017_05_23,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,6,0,GBP, £0.01 
2017_05_23,SCA_UK_Zenith,Unknown,Unknown,148685,768,GBP, £175.87 
2017_05_23,JTI_UK_Zenith,356869876301697896,AO - Doubleclick AdX 2.0 RTB - Answers-answers.com - 356869876301697896,1,0,GBP, £0.01 
2017_05_23,JTI_UK_Zenith,svn_ARTS,Arts & Popular Media,5,0,GBP, £0.04 
2017_05_23,JTI_UK_Zenith,svn_HOBBIES,Hobbyists,1,0,GBP, £0.01 
2017_05_23,JTI_UK_Zenith,svn_TECH,Gadget Fans,1,0,GBP, £0.01 
2017_05_23,JTI_UK_Zenith,svn_EDU,Secondary & Adult Ed,3,0,GBP, £0.03 
2017_05_23,JTI_UK_Zenith,Unknown,Unknown,257268,195,GBP," £1,349.76 "
2017_05_23,JTI_UK_Zenith,svn_BUSINESS,Business Buffs,6,0,GBP, £0.04 
2017_05_23,JTI_UK_Zenith,svn_PETS,Pet Lovers,14,0,GBP, £0.11 
2017_05_24,JTI_UK_Zenith,Unknown,Unknown,97711,85,GBP, £520.04 
2017_05_24,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,19,0,GBP, £0.05 
2017_05_24,SCA_UK_Zenith,TRN-13132-0079a,AO - Rubicon - xAd - CPG,1,0,GBP, £0.00 
