Date,Advertiser,Advertiser Currency Code,Inventory Contract,Impressions,Clicks,Advertiser Cost (Adv Currency),Media Cost (Adv Currency)
20/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Numbate_Mercedes Audience_Floor: £13_SmartRTB_TheTradeDesk_Mercedes_UK_768x1024,185,1,"4,440,867,305,951,050","3,108,462,158,954,570"
20/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Numbate_Mercedes Audience_Floor: £5_SmartRTB_TheTradeDesk_Mercedes_UK_320x50,16986,30,"1,194,847,963,237,750","83,533,796,400,445,300"
20/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Numbate_Mercedes Audience_Floor: £8.50_SmartRTB_TheTradeDesk_Mercedes_UK_300x250,614,6,"9,082,022,251,372,640","6,353,598,434,045,480"
20/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Opera_Mercedes CLA_Floor: £9_OMAX_TheTradeDesk_Mercedes_UK_3D Cube,86757,2206,"10,854,715,022,019,000","7,592,907,543,099,640"
20/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Xad_Mercedes Audience_Floor: £3.50_Rubicon_TheTradeDesk_Mercedes_UK_320x50/300x50,15234,36,"97,703,198,585,798,000","68,297,568,664,711,700"
20/09/2016,Mercedes-Benz_UK_Zenith,GBP,,401252,519,"14,503,672,728,777,100","95,816,304,062,744,300"
20/09/2016,Staples_UK_Zenith,GBP,,87538,315,"60,075,454,927,096,400","36,425,995,535,165,000"
21/09/2016,Mercedes-Benz_UK_Zenith,GBP,Millennial Media - Global - Auto Category - $1-1.60 CPM guidance,32029,146,"10,424,883,616,070,600","7,277,446,442,969,540"
21/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_InMobi_Mercedes CLA_Floor: £9_Rubicon_TheTradeDesk_Mercedes_UK_768x1024,0,1,0,0
21/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Numbate_Mercedes Audience_Floor: £13_SmartRTB_TheTradeDesk_Mercedes_UK_768x1024,321,6,"7,453,333,973,147,290","52,170,814,494,335"
21/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Numbate_Mercedes Audience_Floor: £5_SmartRTB_TheTradeDesk_Mercedes_UK_320x50,16841,25,"10,053,832,026,483,300","70,271,796,715,873,100"
21/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Numbate_Mercedes Audience_Floor: £8.50_SmartRTB_TheTradeDesk_Mercedes_UK_300x250,1189,25,"17,011,933,786,247,800","11,900,935,672,669,100"
21/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Opera_Mercedes CLA_Floor: £9_OMAX_TheTradeDesk_Mercedes_UK_3D Cube,84962,1781,"10,668,004,981,148,200","74,623,032,780,568,200"
21/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Xad_Mercedes Audience_Floor: £3.50_Rubicon_TheTradeDesk_Mercedes_UK_320x50/300x50,16618,37,"10,728,238,074,380,200","74,994,027,425,872,600"
21/09/2016,Mercedes-Benz_UK_Zenith,GBP,,375436,548,"13,640,740,686,234,200","89,923,292,069,825,200"
21/09/2016,Staples_UK_Zenith,GBP,,91405,403,"69,086,341,221,134,300","44,385,103,243,051,900"
22/09/2016,Mercedes-Benz_UK_Zenith,GBP,Millennial Media - Global - Auto Category - $1-1.60 CPM guidance,30055,108,"96,480,269,017,328,900","67,349,525,415,001,100"
22/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Numbate_Mercedes Audience_Floor: £13_SmartRTB_TheTradeDesk_Mercedes_UK_768x1024,297,9,"6,891,581,445,923,180","4,823,874,472,143,660"
22/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Numbate_Mercedes Audience_Floor: £5_SmartRTB_TheTradeDesk_Mercedes_UK_320x50,12882,14,"76,850,334,823,623,800","53,715,217,694,821,900"
22/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Numbate_Mercedes Audience_Floor: £8.50_SmartRTB_TheTradeDesk_Mercedes_UK_300x250,943,16,"13,483,539,228,771,600","9,432,617,722,774,360"
22/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Opera_Mercedes CLA_Floor: £9_OMAX_TheTradeDesk_Mercedes_UK_3D Cube,87989,1900,"11,003,951,835,276,300","76,972,991,667,204,200"
22/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Xad_Mercedes Audience_Floor: £3.50_Rubicon_TheTradeDesk_Mercedes_UK_320x50/300x50,17050,45,"10,898,448,576,978,100","76,183,231,668,589,000"
22/09/2016,Mercedes-Benz_UK_Zenith,GBP,,374227,476,"13,450,803,277,361,000","88,648,558,613,536,800"
22/09/2016,Staples_UK_Zenith,GBP,,83875,333,"57,092,417,442,368,600","35,444,826,496,719,800"
23/09/2016,Mercedes-Benz_UK_Zenith,GBP,Millennial Media - Global - Auto Category - $1-1.60 CPM guidance,30809,109,"98,247,190,383,372,300","68,582,236,181,365,500"
23/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_InMobi_Mercedes CLA_Floor: £9_Rubicon_TheTradeDesk_Mercedes_UK_768x1024,3088,69,"50,366,132,942,569,900","35,253,888,326,232,400"
23/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Numbate_Mercedes Audience_Floor: £13_SmartRTB_TheTradeDesk_Mercedes_UK_768x1024,223,5,"5,165,547,244,686,080","3,615,708,969,396,130"
23/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Numbate_Mercedes Audience_Floor: £5_SmartRTB_TheTradeDesk_Mercedes_UK_320x50,10614,13,"7,206,364,019,464,730","50,378,805,583,106,400"
23/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Numbate_Mercedes Audience_Floor: £8.50_SmartRTB_TheTradeDesk_Mercedes_UK_300x250,767,16,"10,947,921,452,154,000","7,658,792,591,600,050"
23/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Opera_Mercedes CLA_Floor: £9_OMAX_TheTradeDesk_Mercedes_UK_3D Cube,84822,1951,"10,577,472,860,756,500","73,989,757,730,582,200"
23/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Xad_Mercedes Audience_Floor: £3.50_Rubicon_TheTradeDesk_Mercedes_UK_320x50/300x50,16536,27,"10,596,367,222,817,700","74,072,149,284,897,200"
23/09/2016,Mercedes-Benz_UK_Zenith,GBP,,364297,524,"1,282,883,185,426,810","84,767,596,222,894,200"
23/09/2016,Staples_UK_Zenith,GBP,,89835,328,"63,024,775,174,054,700","40,177,609,560,511,700"
24/09/2016,Mercedes-Benz_UK_Zenith,GBP,Millennial Media - Global - Auto Category - $1-1.60 CPM guidance,33484,143,"10,517,662,554,875,500","73,414,499,364,587,600"
24/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_InMobi_Mercedes CLA_Floor: £9_Rubicon_TheTradeDesk_Mercedes_UK_768x1024,3239,85,"58,244,052,698,574,400","40,768,291,520,065,700"
24/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Numbate_Mercedes Audience_Floor: £13_SmartRTB_TheTradeDesk_Mercedes_UK_768x1024,612,14,"13,704,589,962,156,200","9,592,731,248,944,850"
24/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Numbate_Mercedes Audience_Floor: £5_SmartRTB_TheTradeDesk_Mercedes_UK_320x50,11816,15,"77,548,185,715,740,300","54,209,916,417,151,400"
24/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Numbate_Mercedes Audience_Floor: £8.50_SmartRTB_TheTradeDesk_Mercedes_UK_300x250,651,20,"8,983,220,880,571,360","6,284,186,504,274,630"
24/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Opera_Mercedes CLA_Floor: £9_OMAX_TheTradeDesk_Mercedes_UK_3D Cube,82791,1928,"10,412,634,293,437,100","7,283,670,673,048,300"
24/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Xad_Mercedes Audience_Floor: £3.50_Rubicon_TheTradeDesk_Mercedes_UK_320x50/300x50,16998,34,"10,630,051,747,884,900","74,304,178,861,224,600"
24/09/2016,Mercedes-Benz_UK_Zenith,GBP,,363288,516,"1,286,343,620,211,220","84,724,340,220,577,900"
24/09/2016,Staples_UK_Zenith,GBP,,76131,442,"5,708,507,793,078,170","38,282,883,988,829,800"
25/09/2016,Mercedes-Benz_UK_Zenith,GBP,Millennial Media - Global - Auto Category - $1-1.60 CPM guidance,32582,158,"10,178,174,436,371,300","71,043,716,521,662,200"
25/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_InMobi_Mercedes CLA_Floor: £9_Rubicon_TheTradeDesk_Mercedes_UK_768x1024,3235,99,"57,124,705,527,926,100","39,984,751,948,287,800"
25/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Numbate_Mercedes Audience_Floor: £13_SmartRTB_TheTradeDesk_Mercedes_UK_768x1024,713,11,"15,965,796,824,288,000","11,175,496,552,286,100"
25/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Numbate_Mercedes Audience_Floor: £5_SmartRTB_TheTradeDesk_Mercedes_UK_320x50,14224,23,"93,344,622,814,175,200","65,252,379,809,450,900"
25/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Numbate_Mercedes Audience_Floor: £8.50_SmartRTB_TheTradeDesk_Mercedes_UK_300x250,822,13,"11,342,520,430,013,900","7,934,627,606,537,920"
25/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Opera_Mercedes CLA_Floor: £9_OMAX_TheTradeDesk_Mercedes_UK_3D Cube,81704,2171,"10,275,922,169,209,000","7,188,040,109,078,750"
25/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Xad_Mercedes Audience_Floor: £3.50_Rubicon_TheTradeDesk_Mercedes_UK_320x50/300x50,17141,50,"10,702,698,209,558,600","74,811,810,633,111,500"
25/09/2016,Mercedes-Benz_UK_Zenith,GBP,,363702,527,"12,797,224,990,046,900","84,085,232,882,202,100"
25/09/2016,Staples_UK_Zenith,GBP,,81374,505,"56,450,568,175,851,300","37,940,230,483,318,700"
26/09/2016,Mercedes-Benz_UK_Zenith,GBP,Millennial Media - Global - Auto Category - $1-1.60 CPM guidance,22865,78,"72,051,575,877,655,700","50,293,329,054,248,100"
26/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_InMobi_Mercedes CLA_Floor: £9_Rubicon_TheTradeDesk_Mercedes_UK_768x1024,3327,99,"58,177,877,071,094,500","40,721,900,615,348,100"
26/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Numbate_Mercedes Audience_Floor: £13_SmartRTB_TheTradeDesk_Mercedes_UK_768x1024,689,13,"15,430,994,208,841,400","10,801,153,758,991,700"
26/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Numbate_Mercedes Audience_Floor: £5_SmartRTB_TheTradeDesk_Mercedes_UK_320x50,4443,5,"29,160,505,327,796,600","20,384,606,261,929,600"
26/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Numbate_Mercedes Audience_Floor: £8.50_SmartRTB_TheTradeDesk_Mercedes_UK_300x250,851,13,"11,745,039,101,789,400","8,216,210,908,241,100"
26/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Opera_Mercedes CLA_Floor: £9_OMAX_TheTradeDesk_Mercedes_UK_3D Cube,88644,1855,"11,145,717,200,462,900","77,964,644,887,479,500"
26/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Xad_Mercedes Audience_Floor: £3.50_Rubicon_TheTradeDesk_Mercedes_UK_320x50/300x50,18156,44,"11,389,717,228,372,200","79,614,634,093,998,400"
26/09/2016,Mercedes-Benz_UK_Zenith,GBP,,279345,384,"91,587,211,797,619,200","60,749,624,993,404,400"
26/09/2016,Staples_UK_Zenith,GBP,,62415,435,"50,073,768,749,966,700","30,957,529,389,743,700"
27/09/2016,Mercedes-Benz_UK_Zenith,GBP,Millennial Media - Global - Auto Category - $1-1.60 CPM guidance,15348,56,"44,604,442,876,658,900","3,112,732,292,518,860"
27/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_InMobi_Mercedes CLA_Floor: £3_Rubicon_TheTradeDesk_Mercedes_UK_320x50/300x50,5137,8,"341,461,039,742,261","2,387,020,710,864,950"
27/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_InMobi_Mercedes CLA_Floor: £9_Rubicon_TheTradeDesk_Mercedes_UK_768x1024,0,1,0,0
27/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Numbate_Mercedes Audience_Floor: £13_SmartRTB_TheTradeDesk_Mercedes_UK_768x1024,427,7,"9,396,912,450,776,170","6,577,502,916,660,530"
27/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Numbate_Mercedes Audience_Floor: £5_SmartRTB_TheTradeDesk_Mercedes_UK_320x50,17278,22,"111,443,865,783,643","77,902,856,014,910,300"
27/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Numbate_Mercedes Audience_Floor: £8.50_SmartRTB_TheTradeDesk_Mercedes_UK_300x250,1033,22,"14,008,757,436,290,600","9,799,680,040,133,480"
27/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Opera_Mercedes CLA_Floor: £9_OMAX_TheTradeDesk_Mercedes_UK_3D Cube,86481,1889,"10,868,293,931,983,400","76,024,060,336,345,900"
27/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Xad_Mercedes Audience_Floor: £3.50_Rubicon_TheTradeDesk_Mercedes_UK_320x50/300x50,17088,41,"10,229,281,807,867,600","71,498,310,912,135,000"
27/09/2016,Mercedes-Benz_UK_Zenith,GBP,,360570,451,"11,498,796,667,595,200","76,595,284,262,593,200"
27/09/2016,Staples_UK_Zenith,GBP,,43368,327,"36,610,778,865,705,600","22,773,975,448,271,600"
28/09/2016,Acer_UK_Zenith,GBP,,0,1,0,0
28/09/2016,Mercedes-Benz_UK_Zenith,GBP,Millennial Media - Global - Auto Category - $1-1.60 CPM guidance,12359,37,"35,892,869,738,439,400","25,048,163,295,403,800"
28/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_InMobi_Mercedes CLA_Floor: £3_Rubicon_TheTradeDesk_Mercedes_UK_320x50/300x50,5541,11,"34,221,369,325,434,200","23,920,500,551,921,900"
28/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_InMobi_Mercedes CLA_Floor: £9_Rubicon_TheTradeDesk_Mercedes_UK_768x1024,0,2,0,0
28/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Numbate_Mercedes Audience_Floor: £13_SmartRTB_TheTradeDesk_Mercedes_UK_768x1024,437,8,"9,546,878,292,549,830","6,682,472,431,364,570"
28/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Numbate_Mercedes Audience_Floor: £5_SmartRTB_TheTradeDesk_Mercedes_UK_320x50,7298,9,"46,726,390,523,409,000","32,663,088,603,717,200"
28/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Numbate_Mercedes Audience_Floor: £8.50_SmartRTB_TheTradeDesk_Mercedes_UK_300x250,900,22,"12,115,874,891,801,600","847,551,366,346,686"
28/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Opera_Mercedes CLA_Floor: £9_OMAX_TheTradeDesk_Mercedes_UK_3D Cube,90794,1852,"11,367,833,168,909,000","79,518,353,122,874,500"
28/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Xad_Mercedes Audience_Floor: £3.50_Rubicon_TheTradeDesk_Mercedes_UK_320x50/300x50,21438,36,"12,715,406,310,952,300","88,874,528,594,625,400"
28/09/2016,Mercedes-Benz_UK_Zenith,GBP,,336384,361,"11,099,975,006,360,300","73,735,289,660,390,400"
28/09/2016,Staples_UK_Zenith,GBP,,60734,398,"43,560,405,733,151,900","2,637,005,210,127,220"
29/09/2016,Mercedes-Benz_UK_Zenith,GBP,Millennial Media - Global - Auto Category - $1-1.60 CPM guidance,8815,43,"25,882,999,494,550,100","18,063,264,585,095,000"
29/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_InMobi_Mercedes CLA_Floor: £3_Rubicon_TheTradeDesk_Mercedes_UK_320x50/300x50,5646,11,"34,995,941,205,902,300","24,462,031,683,758,700"
29/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Numbate_Mercedes Audience_Floor: £13_SmartRTB_TheTradeDesk_Mercedes_UK_768x1024,1010,19,"21,689,087,552,660,900","15,181,569,736,359,900"
29/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Numbate_Mercedes Audience_Floor: £5_SmartRTB_TheTradeDesk_Mercedes_UK_320x50,19705,17,"12,401,063,541,169,600","86,684,847,592,748,300"
29/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Numbate_Mercedes Audience_Floor: £8.50_SmartRTB_TheTradeDesk_Mercedes_UK_300x250,1475,24,"19,518,465,505,522,500","13,653,745,977,901,800"
29/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Opera_Mercedes CLA_Floor: £9_OMAX_TheTradeDesk_Mercedes_UK_3D Cube,80273,1597,"1,005,518,806,284,020","70,336,359,024,397,300"
29/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Xad_Mercedes Audience_Floor: £3.50_Rubicon_TheTradeDesk_Mercedes_UK_320x50/300x50,28805,46,"16,916,684,944,852,600","11,823,758,411,540,400"
29/09/2016,Mercedes-Benz_UK_Zenith,GBP,,319915,370,"10,767,492,330,280,300","71,345,917,896,414,400"
29/09/2016,Staples_UK_Zenith,GBP,,62542,347,"42,198,871,945,214,700","25,067,539,497,280,900"
30/09/2016,Mercedes-Benz_UK_Zenith,GBP,Millennial Media - Global - Auto Category - $1-1.60 CPM guidance,5124,24,"13,704,523,686,901,300","9,561,175,647,293,110"
30/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_InMobi_Mercedes CLA_Floor: £3_Rubicon_TheTradeDesk_Mercedes_UK_320x50/300x50,6078,14,"36,464,098,496,168,000","25,486,915,985,932,200"
30/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Numbate_Mercedes Audience_Floor: £13_SmartRTB_TheTradeDesk_Mercedes_UK_768x1024,1740,30,"37,487,270,248,394,000","26,239,720,523,842,900"
30/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Numbate_Mercedes Audience_Floor: £5_SmartRTB_TheTradeDesk_Mercedes_UK_320x50,10225,13,"64,503,744,596,855,000","45,088,772,153,929,700"
30/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Numbate_Mercedes Audience_Floor: £8.50_SmartRTB_TheTradeDesk_Mercedes_UK_300x250,2643,30,"35,068,964,031,685,500","24,531,765,509,914,400"
30/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Opera_Mercedes CLA_Floor: £9_OMAX_TheTradeDesk_Mercedes_UK_3D Cube,28273,492,"35,545,111,369,427,900","24,863,918,001,510,500"
30/09/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Xad_Mercedes Audience_Floor: £3.50_Rubicon_TheTradeDesk_Mercedes_UK_320x50/300x50,32420,43,"19,903,669,766,297,000","13,912,324,627,460,500"
30/09/2016,Mercedes-Benz_UK_Zenith,GBP,,266205,302,"86,345,794,774,713,400","57,671,674,984,823,700"
30/09/2016,Staples_UK_Zenith,GBP,,42822,323,"33,388,566,065,437,500","20,570,096,212,564,500"
01/10/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Opera_Mercedes CLA_Floor: £9_OMAX_TheTradeDesk_Mercedes_UK_3D Cube,0,12,0,0
01/10/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Xad_Mercedes Audience_Floor: £3.50_Rubicon_TheTradeDesk_Mercedes_UK_320x50/300x50,1,0,"0,005591201068935","0,003907596549386"
01/10/2016,Mercedes-Benz_UK_Zenith,GBP,,57,1,"0,146249308256123","0,10205705324172"
01/10/2016,Staples_UK_Zenith,GBP,,0,3,0,0
02/10/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_InMobi_Mercedes CLA_Floor: £3_Rubicon_TheTradeDesk_Mercedes_UK_320x50/300x50,0,1,0,0
02/10/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_InMobi_Mercedes CLA_Floor: £9_Rubicon_TheTradeDesk_Mercedes_UK_768x1024,0,1,0,0
02/10/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Opera_Mercedes CLA_Floor: £9_OMAX_TheTradeDesk_Mercedes_UK_3D Cube,0,5,0,0
02/10/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Xad_Mercedes Audience_Floor: £3.50_Rubicon_TheTradeDesk_Mercedes_UK_320x50/300x50,0,2,0,0
02/10/2016,Mercedes-Benz_UK_Zenith,GBP,,106364,1055,"31,287,026,013,801,600","21,836,949,601,461,100"
02/10/2016,Staples_UK_Zenith,GBP,,0,2,0,0
03/10/2016,John Frieda_UK_Zenith,GBP,"PMP_Opera_mixed_REAL Audience - Fashionistas female, 16-34, beauty,  haircare and fashion _Fixed $11.16_Opera_TheTradeDesk_JohnFrieda_UK_Mobile",94,6,"1,174,736,163,864,210","0,82172592260352"
03/10/2016,Mercedes-Benz_UK_Zenith,GBP,PMP_Opera_Mercedes CLA_Floor: £9_OMAX_TheTradeDesk_Mercedes_UK_3D Cube,0,1,0,0
03/10/2016,Mercedes-Benz_UK_Zenith,GBP,,197729,965,"80,347,882,411,321,900","50,231,753,601,906,000"
03/10/2016,RBS_UK_Zenith,GBP,,443,3,"2,227,714,709,981,890","2,009,090,428,223,570"
03/10/2016,Staples_UK_Zenith,GBP,,0,1,0,0
04/10/2016,John Frieda_UK_Zenith,GBP,"PMP_Opera_mixed_REAL Audience - Fashionistas female, 16-34, beauty,  haircare and fashion _Fixed $11.16_Opera_TheTradeDesk_JohnFrieda_UK_Mobile",95,1,"1,195,422,559,102,870","0,8361960204312"
04/10/2016,Mercedes-Benz_UK_Zenith,GBP,,234302,1092,"96,563,419,363,782,500","61,471,086,625,274,200"
04/10/2016,RBS_UK_Zenith,GBP,,1016,2,"5,246,036,897,086,370","4,731,534,728,944,260"
04/10/2016,Staples_UK_Zenith,GBP,,92901,432,"63,658,937,556,325,400","38,315,662,903,583,700"
05/10/2016,John Frieda_UK_Zenith,GBP,"PMP_Opera_mixed_REAL Audience - Fashionistas female, 16-34, beauty,  haircare and fashion _Fixed $11.16_Opera_TheTradeDesk_JohnFrieda_UK_Mobile",80,1,"1,014,948,582,842,060","0,7099547849856"
05/10/2016,Mercedes-Benz_UK_Zenith,GBP,,192988,1003,"81,851,552,112,181,200","51,205,259,998,233,900"
05/10/2016,RBS_UK_Zenith,GBP,,1020,1,"5,288,905,364,670,350","4,770,118,867,510,290"
05/10/2016,Staples_UK_Zenith,GBP,,97668,549,"72,615,139,987,267,100","44,355,285,213,165,500"
06/10/2016,Mercedes-Benz_UK_Zenith,GBP,,203989,890,"84,563,025,882,478,200","53,042,701,524,011,100"
06/10/2016,RBS_UK_Zenith,GBP,,5386,27,"2,771,934,987,926,860","24,999,877,867,118,200"
06/10/2016,Staples_UK_Zenith,GBP,,99377,489,"72,038,550,766,736,500","43,451,567,455,850,400"
07/10/2016,Mercedes-Benz_UK_Zenith,GBP,,201892,903,"84,322,102,602,177,600","52,875,655,762,850,600"
07/10/2016,RBS_UK_Zenith,GBP,,17597,104,"91,595,970,187,271,000","82,610,079,118,877,000"
07/10/2016,Staples_UK_Zenith,GBP,,99929,478,"734,531,703,357,878","45,135,349,891,891,100"
08/10/2016,Mercedes-Benz_UK_Zenith,GBP,,225824,1268,"92,703,997,574,272,100","58,697,734,498,774,300"
08/10/2016,RBS_UK_Zenith,GBP,,17742,110,"94,923,646,771,614,900","85,615,019,406,290,600"
08/10/2016,Staples_UK_Zenith,GBP,,101741,550,"75,350,876,348,408,200","46,625,703,338,297,200"
09/10/2016,Mercedes-Benz_UK_Zenith,GBP,,186535,1166,"78,192,709,184,094,600","4,856,765,977,995,080"
09/10/2016,RBS_UK_Zenith,GBP,,8560,63,"48,461,106,088,842,200","43,716,893,734,234,100"
09/10/2016,Staples_UK_Zenith,GBP,,105993,671,"74,580,303,068,523,200","46,160,382,541,254,200"
10/10/2016,Mercedes-Benz_UK_Zenith,GBP,,221214,1235,"9,321,357,642,681,190","59,092,281,757,846,100"
10/10/2016,RBS_UK_Zenith,GBP,,12131,107,"69,651,687,112,715,200","62,835,375,292,931,200"
10/10/2016,Staples_UK_Zenith,GBP,,29306,162,"21,399,504,338,477,200","11,670,599,120,253,600"
11/10/2016,Mercedes-Benz_UK_Zenith,GBP,,198983,1142,"85,563,438,216,350,500","53,730,566,155,052,000"
11/10/2016,RBS_UK_Zenith,GBP,,9235,105,"52,840,501,875,090,900","4,766,831,315,813,940"
11/10/2016,Staples_UK_Zenith,GBP,,35102,231,"27,218,021,156,602,800","16,897,731,598,716,100"
12/10/2016,Mercedes-Benz_UK_Zenith,GBP,,214312,1284,"94,235,587,255,277,900","59,841,774,718,331,300"
12/10/2016,RBS_UK_Zenith,GBP,,16629,176,"92,640,195,684,671,200","83,559,453,120,948,600"
12/10/2016,Staples_UK_Zenith,GBP,,29949,261,"24,311,194,811,057,100","15,483,862,624,862,900"
13/10/2016,Mercedes-Benz_UK_Zenith,GBP,,196471,1194,"85,304,638,989,888,500","53,554,063,849,209,800"
13/10/2016,RBS_UK_Zenith,GBP,,20202,159,"11,508,086,777,873,300","10,381,057,960,877,200"
13/10/2016,Staples_UK_Zenith,GBP,,24015,240,"20,552,183,682,997,100","13,344,326,247,570,500"
14/10/2016,Mercedes-Benz_UK_Zenith,GBP,,191721,1049,"82,966,977,540,716,900","51,952,234,904,023,600"
14/10/2016,RBS_UK_Zenith,GBP,,20831,128,"11,719,587,448,780,800","10,571,555,283,008,400"
14/10/2016,Staples_UK_Zenith,GBP,,31610,332,"26,765,966,869,584,500","17,880,879,010,621,500"
15/10/2016,Mercedes-Benz_UK_Zenith,GBP,,211092,1480,"89,552,625,703,458,500","56,578,262,043,191,200"
15/10/2016,RBS_UK_Zenith,GBP,,21348,196,"11,890,558,282,518,100","10,725,249,789,481,600"
15/10/2016,Staples_UK_Zenith,GBP,,23907,241,"20,189,974,703,974,500","13,932,659,955,996,900"
16/10/2016,Mercedes-Benz_UK_Zenith,GBP,,186890,1187,"8,031,072,199,941,250","50,129,966,784,731,700"
16/10/2016,RBS_UK_Zenith,GBP,,20997,142,"11,926,163,927,275,700","1,075,803,089,016,610"
16/10/2016,Staples_UK_Zenith,GBP,,0,3,0,0
17/10/2016,Costa_UK_Zenith,GBP,,3902322,5859,"47,079,403,131,275,800","32,255,957,198,864,200"
17/10/2016,Mercedes-Benz_UK_Zenith,GBP,,174033,816,"7,701,985,919,225,110","4,785,239,643,388,270"
17/10/2016,RBS_UK_Zenith,GBP,,20584,173,"1,187,819,001,978,160","10,715,280,641,169,100"
17/10/2016,Staples_UK_Zenith,GBP,,0,3,0,0
18/10/2016,Costa_UK_Zenith,GBP,,1546116,2336,"18,738,257,682,695,500","12,601,160,327,288,300"
18/10/2016,Mercedes-Benz_UK_Zenith,GBP,,140500,478,"64,927,027,185,404,100","39,312,006,332,707,600"
18/10/2016,RBS_UK_Zenith,GBP,,21533,131,"12,062,359,835,206,300","10,880,391,553,319,900"
18/10/2016,Staples_UK_Zenith,GBP,,0,3,0,0
19/10/2016,Costa_UK_Zenith,GBP,,1459604,1800,"18,508,012,212,963,500","1,199,249,901,126,820"
19/10/2016,Mercedes-Benz_UK_Zenith,GBP,,133697,254,"61,829,085,234,670,200","36,689,041,459,669,100"
19/10/2016,RBS_UK_Zenith,GBP,,22315,126,"11,960,035,980,826,800","10,757,128,245,261,500"
