Date	Advertiser	Advertiser Currency Code	Inventory Contract	Impressions	Clicks	Advertiser Cost (Adv Currency)	Media Cost (Adv Currency)
01/02/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin	18525	252	307.63438280397878	215.34430161109914
01/02/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	22414	284	322.36606144107829	225.65648784577783
01/02/2017	Mercedes-Benz_UK_Zenith	GBP		947428	1128	3513.6666544053187	2155.5110286218971
02/02/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin	18498	237	302.70935961983094	211.89678164164051
02/02/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	22973	313	327.31195760890255	229.11861891966301
02/02/2017	Mercedes-Benz_UK_Zenith	GBP		942344	1148	3512.7866444233195	2158.7292446610971
03/02/2017	Just Energy_CA_ZenithOptiMedia	GBP		408134	406	495.8012504075025	315.54956941080747
03/02/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin	17993	260	294.79307497955005	206.35537638102569
03/02/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	23308	271	335.26320423642231	234.68449759789865
03/02/2017	Mercedes-Benz_UK_Zenith	GBP		941152	1182	3514.0385710824626	2154.2587173206302
04/02/2017	Just Energy_CA_ZenithOptiMedia	GBP		400704	423	496.00830529252925	309.53480533160744
04/02/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin	18107	320	301.83700090649833	211.28612987975108
04/02/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	22705	330	328.17780421120893	229.72471219888799
04/02/2017	Mercedes-Benz_UK_Zenith	GBP		957746	1237	3511.5610412323919	2143.7018107499775
05/02/2017	Just Energy_CA_ZenithOptiMedia	GBP		402300	417	496.61624149897664	309.79266450833123
05/02/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin	17874	314	304.88791625629039	213.42177294177552
05/02/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	22502	294	325.13104877882231	227.59198108220658
05/02/2017	Mercedes-Benz_UK_Zenith	GBP		950787	1288	3515.6477131505255	2150.3053846522182
06/02/2017	Just Energy_CA_ZenithOptiMedia	GBP		411816	359	497.23500733410189	308.4841320682915
06/02/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin	18602	307	309.74098537976021	216.81892501411064
06/02/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	22734	318	328.34606156346686	229.84249247325999
06/02/2017	Mercedes-Benz_UK_Zenith	GBP		930688	1117	3512.5899864473536	2159.6856571799212
06/02/2017	Omega Pharma_UK_Zenith	GBP		145001	93	720.50856936453594	450.96167220038574
07/02/2017	Just Energy_CA_ZenithOptiMedia	GBP		413641	381	497.41607922208486	308.41864324930518
07/02/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin	17824	290	311.05881030293423	217.74140346122084
07/02/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	22065	293	319.02188089787647	223.31555892563155
07/02/2017	Mercedes-Benz_UK_Zenith	GBP		927365	1216	3515.6061001525689	2163.9053736241537
07/02/2017	Omega Pharma_UK_Zenith	GBP		203553	135	909.04920109961746	550.27221005903966
08/02/2017	Just Energy_CA_ZenithOptiMedia	GBP		414046	355	495.5435740972183	307.29506667668878
08/02/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin	17813	263	317.12706323285274	221.98918512099892
08/02/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	21723	276	312.90980172822878	219.03709886475403
08/02/2017	Mercedes-Benz_UK_Zenith	GBP		890645	1209	3513.5569678996305	2173.3444939025275
08/02/2017	Omega Pharma_UK_Zenith	GBP		200872	136	899.02423828945329	546.40352440796456
09/02/2017	Just Energy_CA_ZenithOptiMedia	GBP		416236	410	497.70714278308182	308.67403014649385
09/02/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin	18247	280	321.4880801352359	225.04190026485915
09/02/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	21489	268	308.66474112682782	216.06555321964981
09/02/2017	Mercedes-Benz_UK_Zenith	GBP		863204	1328	3511.7392375620336	2175.8318177641417
09/02/2017	Omega Pharma_UK_Zenith	GBP		204948	143	896.9116980130762	543.51615027517587
10/02/2017	Just Energy_CA_ZenithOptiMedia	GBP		415303	330	497.39188496554946	307.92680176556702
10/02/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin	18298	300	331.87458313396176	232.31246025251995
10/02/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	20795	323	299.71852560199557	209.80319555761658
10/02/2017	Mercedes-Benz_UK_Zenith	GBP		875749	1290	3512.1673546098861	2155.4281273768288
10/02/2017	Omega Pharma_UK_Zenith	GBP		200468	134	895.83385439908862	543.19545047773414
11/02/2017	Just Energy_CA_ZenithOptiMedia	GBP		423673	404	497.85901284983538	305.77833245114487
11/02/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin	16924	278	304.49723221048065	213.14829381298522
11/02/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	22556	320	325.51056220693699	227.85764077012732
11/02/2017	Mercedes-Benz_UK_Zenith	GBP		876937	1318	3512.2799568063037	2154.01726807459
11/02/2017	Omega Pharma_UK_Zenith	GBP		197382	124	883.31418242202473	538.65113910720004
12/02/2017	Just Energy_CA_ZenithOptiMedia	GBP		429764	438	497.82615685568354	304.44769094307636
12/02/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin	16738	269	307.15387374548678	215.00794490520851
12/02/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	22597	328	325.90319718904691	228.13248555581055
12/02/2017	Mercedes-Benz_UK_Zenith	GBP		875368	1286	3512.4264523165681	2155.4412212128674
12/02/2017	Omega Pharma_UK_Zenith	GBP		200052	149	890.57185318493945	542.14277662120182
13/02/2017	Just Energy_CA_ZenithOptiMedia	GBP		443025	368	498.71891582387889	301.79675417327568
