Month,Advertiser,Advertiser ID,Advertiser Status,Advertiser Integration Code,Public Inventory,Advertiser Currency,Impressions,Clicks,Revenue (Adv Currency),Media Cost (Advertiser Currency)
2017/07,Carpetright_UK_Zenith,1855936,Active,,No,GBP,528052,624,2485.748231,1518.898549
2017/07,Costa_UK_Zenith,586631,Active,,No,GBP,1373853,7287,8986.735725,6248.887367
2017/07,Entertainment One_UK_Zenith,8451,Active,,Yes,GBP,5856058,7732,41909.637536,29289.428987
2017/07,GHD_UK_Zenith,1837151,Active,,No,GBP,415854,563,2015.893446,1251.108424
2017/07,Mercedes-Benz_UK_Zenith/Ninah (non-DFA),365138,Active,,Yes,GBP,608545,225,1992.244214,1391.057880
2017/07,Molson Coors_UK_Zenith (DCM),676041,Active,,No,GBP,103058,2190,3150.056011,2449.616734
2017/07,Natwest (DFA)_UK_Zenith,333265,Active,,Yes,GBP,46625881,13389,110325.018102,74176.898301
2017/07,Next_UK_Zenith,378754,Active,,No,GBP,7944089,15924,42290.613469,29388.482827
2017/07,RBS_UK_Zenith,6922,Active,,No,GBP,51648,40,853.662038,592.759221
2017/07,Christies_UK_Zenith International,914143,Active,,Yes,GBP,25253818,13372,107844.207594,72753.996926
2017/07,Elemis_UK_Zenith,960943,Active,,Yes,GBP,783239,873,3308.713481,2282.841286
2017/07,GHD_UK_Zenith,1837151,Active,,Yes,GBP,7712575,6776,18464.654117,10786.766046
2017/07,John Frieda_UK_Zenith,272335,Active,,Yes,GBP,3939733,5921,39298.819875,27501.852427
2017/07,New Look_UK_Performics,1772231,Active,,No,GBP,541612,1145,2783.351751,1506.830702
2017/07,Aviva_UK_Zenith,3601,Active,,Yes,GBP,11912109,4902,41121.925620,25831.400114
2017/07,Birkenstock_UK_Zenith_GBP,1498973,Active,,No,GBP,127955,238,2020.221667,1414.103130
2017/07,Carpetright_UK_Zenith,1855936,Active,,Yes,GBP,2360618,1912,8696.586685,4877.883984
2017/07,Christies_UK_Zenith International,914143,Active,,No,GBP,4408808,3243,33260.137056,23158.350929
2017/07,Elemis_UK_Zenith,960943,Active,,No,GBP,93606,164,472.747647,326.834501
2017/07,Entertainment One_UK_Zenith,8451,Active,,No,GBP,499862.92,860,9145.783365,7265.100116
2017/07,Net-a-Porter_UK_Zenith_2,1667333,Active,,Yes,GBP,1288812,985,9499.326520,6074.993588
2017/07,RBS (DFA)_UK_Zenith,333264,Active,,Yes,GBP,6233446,2985,12222.054387,8243.280155
2017/07,Aviva_UK_Zenith,3601,Active,,No,GBP,2122856,973,9602.325758,6312.615409
2017/07,Boucheron_UK_Zenith,1688033,Active,,Yes,GBP,1745070,2705,12004.164887,8402.761482
2017/07,Costa_UK_Zenith,586631,Active,,Yes,GBP,3463523,18284,9844.734958,6638.886662
2017/07,Mercedes-Benz_UK_Zenith/Ninah (non-DFA),365138,Active,,No,GBP,1518905,1810,26459.159403,18488.534939
2017/07,Net-a-Porter_UK_Zenith_2,1667333,Active,,No,GBP,155029,197,998.502056,643.442711
2017/07,New Look (Non DCM)_UK_Zenith,8583,Active,,Yes,GBP,260239,299,2511.567455,1758.065011
2017/07,Next_UK_Zenith,378754,Active,,Yes,GBP,56704379,96753,302367.924778,209704.388967
2017/07,Omega_UK_Zenith,201041,Active,,Yes,GBP,4167927,5511,14672.036371,8974.074501
2017/07,RBS_UK_Zenith,6922,Active,,Yes,GBP,47035,168,671.557787,465.718061
2017/07,Staples_UK_Zenith International_EUR,507840,Active,,Yes,EUR,5,0,0.042933,0.023702
2017/07,Stella McCartney_UK_Zenith,1645637,Active,,Yes,GBP,1288966,1772,11732.931280,8209.988238
2017/07,Birkenstock_UK_Zenith_GBP,1498973,Active,,Yes,GBP,15627,20,253.371934,177.353827
2017/07,John Frieda_UK_Zenith,272335,Active,,No,GBP,48155,104,988.792619,777.430815
2017/07,Mercedes-Benz_UK_Zenith/Ninah,312862,Active,,No,GBP,6317721,16518,48448.962096,34049.784903
2017/07,Molson Coors_UK_Zenith (DCM),676041,Active,,Yes,GBP,432963,983,5188.811999,3800.966589
2017/07,Natwest (DFA)_UK_Zenith,333265,Active,,No,GBP,9248756,3299,43002.454071,29105.701994
2017/07,New Look_UK_Performics,1772231,Active,,Yes,GBP,3543638,4385,22642.980647,13365.430543
2017/07,Omega_UK_Zenith,201041,Active,,No,GBP,1889008,18567,23037.911040,14913.996715
2017/07,RBS (DFA)_UK_Zenith,333264,Active,,No,GBP,1061133,670,5323.313397,3653.490265
2017/07,SCA_UK_Zenith,543450,Active,,Yes,GBP,1125643,1635,8942.566268,6259.681710
2017/07,Stella McCartney_UK_Zenith,1645637,Active,,No,GBP,851741,1371,5800.263760,4051.812294
,,,,,,,224671550.92,267374,,

Report Time:,2017/08/02 08:53 GMT
Date Range:,2017/07/01 to 2017/07/31
Group By:,Month
Group By:,Advertiser
Group By:,Advertiser ID
Group By:,Advertiser Status
Group By:,Advertiser Integration Code
Group By:,Public Inventory
Group By:,Advertiser Currency
Filter by Partner ID:,151
