Date	Advertiser	Advertiser Currency Code	Inventory Contract	Impressions	Clicks	Advertiser Cost (Adv Currency)	Media Cost (Adv Currency)
01/03/2017	John Frieda_UK_Zenith	GBP	PMP_Bauer__Women_Floor_Rubicon_TTD_AODWide_UK_970x250	1077	9	31.811377988064189	22.217899746184517
01/03/2017	John Frieda_UK_Zenith	GBP	PMP_JustPremium_ROS_Floor £27_OpenX_TheTradeDesk_John Frieda_UK_Standard	35579	784	930.07558989545381	650.85043855156248
01/03/2017	John Frieda_UK_Zenith	GBP	PMP_Mail Online__Women_Floor_AdX_TTD_John Frieda_UK_970x250	2	0	0.032877598040589	0.022921327802844
01/03/2017	John Frieda_UK_Zenith	GBP	PMP_Stylist__ROS_Floor_PubMatic_TTD_John Frieda_UK_970x250	512	2	10.909480903641355	7.612832874497095
01/03/2017	John Frieda_UK_Zenith	GBP		203366	112	950.54957371642272	549.83482781040735
01/03/2017	Just Energy_CA_ZenithOptiMedia	GBP		230293	275	519.66053091681415	362.66135257148847
01/03/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin	19331	428	327.74304386546984	227.05447389708168
01/03/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	22936	365	337.16546306610093	233.20896140838442
01/03/2017	Mercedes-Benz_UK_Zenith	GBP		927472	1068	3819.151346245285	2287.9599418442647
01/03/2017	Omega Pharma_UK_Zenith	GBP		359567	373	1540.1433694040556	955.53020370444818
02/03/2017	John Frieda_UK_Zenith	GBP	PMP_Bauer__Women_Floor_Rubicon_TTD_AODWide_UK_970x250	1255	12	46.15154040256813	32.247218608166172
02/03/2017	John Frieda_UK_Zenith	GBP	PMP_Hearst__Women_Floor_AdX_TTD_John Frieda_UK_970x250	0	0	0	0
02/03/2017	John Frieda_UK_Zenith	GBP	PMP_JustPremium_ROS_Floor £27_OpenX_TheTradeDesk_John Frieda_UK_Standard	35257	756	929.98469957729363	650.78687570516136
02/03/2017	John Frieda_UK_Zenith	GBP	PMP_Mail Online__Women_Floor_AdX_TTD_John Frieda_UK_970x250	2	0	0.03306548105377	0.023052005714255
02/03/2017	John Frieda_UK_Zenith	GBP	PMP_Stylist__ROS_Floor_PubMatic_TTD_John Frieda_UK_970x250	2607	5	55.961657593887459	39.05086134452133
02/03/2017	John Frieda_UK_Zenith	GBP	PMP_TimeInc__ROS_Floor_AdX_TTD_John Frieda_UK_970x250	5	0	0.147744923805573	0.10318691853463
02/03/2017	John Frieda_UK_Zenith	GBP		115175	97	567.61399087456368	327.4429383498557
02/03/2017	Just Energy_CA_ZenithOptiMedia	GBP		225885	299	519.65048559422627	363.23073978969727
02/03/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin	18981	456	323.97954572669513	224.44187105916538
02/03/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	22922	408	340.02776070520998	235.18894026642503
02/03/2017	Mercedes-Benz_UK_Zenith	GBP		920926	1201	3816.8950324665719	2282.6446244727494
02/03/2017	Omega Pharma_UK_Zenith	GBP		349693	338	1525.195999941637	948.35941823732696
03/03/2017	John Frieda_UK_Zenith	GBP	PMP_Bauer__Women_Floor_Rubicon_TTD_AODWide_UK_970x250	1541	12	64.991643706689169	45.421738374053101
03/03/2017	John Frieda_UK_Zenith	GBP	PMP_Hearst__Women_Floor_AdX_TTD_John Frieda_UK_970x250	2026	5	46.786395371433436	32.738811848491393
03/03/2017	John Frieda_UK_Zenith	GBP	PMP_JustPremium_ROS_Floor £27_OpenX_TheTradeDesk_John Frieda_UK_Standard	35317	751	933.51509946971489	653.25740442971184
03/03/2017	John Frieda_UK_Zenith	GBP	PMP_Mail Online__Women_Floor_AdX_TTD_John Frieda_UK_970x250	2239	4	45.150849107369041	31.59187309449617
03/03/2017	John Frieda_UK_Zenith	GBP	PMP_Stylist__ROS_Floor_PubMatic_TTD_John Frieda_UK_970x250	4234	4	91.626962619924538	64.049650592360261
03/03/2017	John Frieda_UK_Zenith	GBP	PMP_TimeInc__ROS_Floor_AdX_TTD_John Frieda_UK_970x250	21	0	0.618452735942822	0.431929834910197
03/03/2017	John Frieda_UK_Zenith	GBP		91557	85	350.01685778114158	205.31325352698782
03/03/2017	Just Energy_CA_ZenithOptiMedia	GBP		222044	275	520.22603908272449	361.12922165005425
03/03/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin	18300	431	309.32719146769332	214.26458671166368
03/03/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	23861	312	354.69920741145018	245.33684118530965
03/03/2017	Mercedes-Benz_UK_Zenith	GBP		911331	1128	3815.8033523627939	2286.0343107225755
03/03/2017	Omega Pharma_UK_Zenith	GBP		355946	329	1552.281259040761	960.81510914852862
