Month,Advertiser,Advertiser ID,Advertiser Status,Advertiser Integration Code,Public Inventory,Advertiser Currency,Impressions,Clicks,Revenue (Adv Currency),Media Cost (Advertiser Currency)
2017/02,Birkenstock_UK_Zenith_USD,1498974,Active,,Yes,USD,1474678,2433,16705.156818,11694.061057
2017/02,Christies_UK_Zenith International,914143,Active,,Yes,GBP,19163551,11775,63942.269586,41163.381014
2017/02,Mercedes-Benz_UK_Zenith/Ninah,312862,Active,,No,GBP,7715968,44113,51361.855968,35814.876207
2017/02,Mercedes-Benz_UK_Zenith/Ninah (non-DFA),365138,Active,,No,GBP,474338,1984,6567.061747,4597.133198
2017/02,Oracle (GBP)_UK_Zenith International,1546239,Active,,Yes,GBP,520715,207,1612.012781,337.962505
2017/02,RBS (DFA)_UK_Zenith,333264,Active,,No,GBP,3186007,11745,17430.802962,12000.210403
2017/02,RBS (DFA)_UK_Zenith,333264,Active,,Yes,GBP,14484207,8371,24804.891078,16496.877614
2017/02,SCA_UK_Zenith,543450,Active,,Yes,GBP,1330594,2824,16453.691878,11521.462802
2017/02,Toyota_UK_Zenith,5071,Active,,Yes,GBP,18458461,16126,108819.200208,68779.167046
2017/02,Elemis_UK_Zenith,960943,Active,,No,GBP,113220,193,526.261186,364.252343
2017/02,Entertainment One_UK_Zenith,8451,Active,,Yes,GBP,7331984,29123,72051.660898,49997.405132
2017/02,Lexus_UK_Zenith,5072,Active,,No,GBP,3312636,3706,33946.288549,23319.817811
2017/02,Natwest (DFA)_UK_Zenith,333265,Active,,Yes,GBP,63798433,18616,133535.731885,91036.176704
2017/02,Next_UK_Zenith,378754,Active,,Yes,GBP,116080426,102319,238187.520646,161034.356291
2017/02,Birds Eye_UK_Zenith,1225156,Active,,Yes,GBP,850592,2196,9000.399791,6300.863917
2017/02,Birkenstock_UK_Zenith_USD,1498974,Active,,No,USD,73749,115,964.738853,675.345225
2017/02,Christies_UK_Zenith International,914143,Active,,No,GBP,1503402,1777,11870.135089,8191.882564
2017/02,Entertainment One_UK_Zenith,8451,Active,,No,GBP,693914,8880,14143.559730,9805.645323
2017/02,Mercedes-Benz_UK_Zenith/Ninah (non-DFA),365138,Active,,Yes,GBP,1741845,2235,9290.180793,6503.544299
2017/02,Natwest (DFA)_UK_Zenith,333265,Active,,No,GBP,9951089.37,3963,52087.345503,37317.119400
2017/02,Oracle (USD)_UK_Zenith International,1469543,Active,,No,USD,52376,20,421.243191,183.178040
2017/02,SCA_UK_Zenith,543450,Active,,No,GBP,308675,3217,6880.159667,5509.848750
2017/02,Toyota (Non DFA)_UK_Zenith,361847,Active,,Yes,GBP,183680,424,2068.394582,1403.170257
2017/02,Aviva_UK_Zenith,3601,Active,,Yes,GBP,19266922,14936,82906.137557,55080.900571
2017/02,Delta Airline_UK_Zenith International,117532,Active,,Yes,GBP,10125752,4756,67481.360116,43467.052203
2017/02,Lexus_UK_Zenith,5072,Active,,Yes,GBP,1619872,1340,10572.586134,6477.059161
2017/02,Net-A-Porter_UK_Zenith,633491,Active,,No,GBP,146976,192,983.225530,655.333771
2017/02,Net-A-Porter_UK_Zenith,633491,Active,,Yes,GBP,1225452,961,10009.689200,6550.141674
2017/02,Next_UK_Zenith,378754,Active,,No,GBP,5959601,7641,24264.178537,16950.308878
2017/02,Omega_UK_Zenith,201041,Active,,Yes,GBP,694812,1395,8795.783235,6158.672141
2017/02,Oracle (GBP)_UK_Zenith International,1546239,Active,,No,GBP,1,0,0.004376,0.000989
2017/02,Toyota_UK_Zenith,5071,Active,,No,GBP,22236884,52823,178983.490385,123397.537740
2017/02,Aviva_UK_Zenith,3601,Active,,No,GBP,2074636,985,7855.761871,5172.027689
2017/02,Delta Airline_UK_Zenith International,117532,Active,,No,GBP,321064,1896,3977.446860,2709.130024
2017/02,Elemis_UK_Zenith,960943,Active,,Yes,GBP,555211,641,2291.826533,1582.666326
2017/02,John Frieda_UK_Zenith,272335,Active,,No,GBP,282832.99,592,6003.929692,4808.160743
2017/02,John Frieda_UK_Zenith,272335,Active,,Yes,GBP,582845,1373,6451.488547,4517.846082
2017/02,Mercedes-Benz_UK_Zenith/Ninah,312862,Active,,Yes,GBP,4924690,5889,56972.628193,39065.340162
2017/02,Oracle (USD)_UK_Zenith International,1469543,Active,,Yes,USD,1812554,1052,12481.675356,5066.050639
2017/02,Toyota (Non DFA)_UK_Zenith,361847,Active,,No,GBP,71481,303,1082.614923,757.842803
,,,,,,,344706126.35,373137,,

Report Time:,2017/04/26 15:29 GMT
Date Range:,2017/02/01 to 2017/02/28
Group By:,Month
Group By:,Advertiser
Group By:,Advertiser ID
Group By:,Advertiser Status
Group By:,Advertiser Integration Code
Group By:,Public Inventory
Group By:,Advertiser Currency
Filter by Partner ID:,151
